Article ID,Article ID (DB id),Article name (rollup),Author name,Author country,Author faculty,Full university information,raw text,Author country 2,Author faculty 2,Full faculty information 2,Author faculty 3,Full faculty 3,Faculty 4,full infor 4
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Sara Mehrab Daniali,Russia,Graduate School of Service and Trade,"Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Sergey Evgenievich Barykin,Russia,Graduate School of Service and Trade,"Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ruGraduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; ivk65@list.ru","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Irina Vasilievna Kapustina,Russia,Graduate School of Service and Trade,"Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; ivk65@list.ru","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Farzin Mohammadbeigi Khortabi,Russia,Institute of Industrial Management,"Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Sergey Mikhailovich Sergeev,Russia,Graduate School of Industrial Management,"Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Olga Vladimirovna Kalinina,Russia,Graduate School of Industrial Management,"Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Alexey Mikhaylov,Russia,Department of Banking and Financial Markets,"Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Roman Veynberg,Russia,Computer Science Department,"Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Liubov Zasova,Russia,Department of Economics and Management,"Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
12,WOS:000737351200001 (https://www.notion.so/WOS-000737351200001-1200ee199b1d8125b653d0fd464a80cf?pvs=21),Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,Tomonobu Senjyu,Japan,Department of Electrical and Electronics Engineering,"Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp","Sara Mehrab Daniali 1,* , Sergey Evgenievich Barykin 1,* , Irina Vasilievna Kapustina 1
,
Farzin Mohammadbeigi Khortabi 2
, Sergey Mikhailovich Sergeev 3
, Olga Vladimirovna Kalinina 3
,
Alexey Mikhaylov 4
, Roman Veynberg 5
, Liubov Zasova 6 and Tomonobu Senjyu 7


Citation: Daniali, S.M.; Barykin, S.E.;
Kapustina, I.V.; Mohammadbeigi
Khortabi, F.; Sergeev, S.M.; Kalinina,
O.V.; Mikhaylov, A.; Veynberg, R.;
Zasova, L.; Senjyu, T. Predicting
Volatility Index According to
Technical Index and Economic
Indicators on the Basis of Deep
Learning Algorithm. Sustainability
2021, 13, 14011. https://doi.org/
10.3390/su132414011
Academic Editors: Fernando García,
Jairo González-Bueno and
Klaus Reiner Schenk-Hoppé
Received: 27 October 2021
Accepted: 16 December 2021
Published: 19 December 2021
Publisher’s Note: MDPI stays neutral
with regard to jurisdictional claims in
published maps and institutional affiliations.
Copyright: © 2021 by the authors.
Licensee MDPI, Basel, Switzerland.
This article is an open access article
distributed under the terms and
conditions of the Creative Commons
Attribution (CC BY) license (https://
http://creativecommons.org/licenses/by/
4.0/).
1 Graduate School of Service and Trade, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:ivk65@list.ru
2
Institute of Industrial Management, State University of Management, 109542 Moscow, Russia;
mailto:f_b258@yahoo.com
3 Graduate School of Industrial Management, Peter the Great St. Petersburg Polytechnic University,
195251 St. Petersburg, Russia; mailto:sergeev2@yandex.ru (S.M.S.); mailto:olgakalinina@bk.ru (O.V.K.)
4 Department of Banking and Financial Markets, Financial University under the Government of the Russian
Federation, 124167 Moscow, Russia; mailto:alexeyfa@ya.ru
5 Computer Science Department, Plekhanov Russian University of Economics, 117997 Moscow, Russia;
mailto:romanveinberg@ya.ru
6 Department of Economics and Management, Sechenov University, 119991 Moscow, Russia; mailto:aalmakul@ya.ru
7 Department of Electrical and Electronics Engineering, University of the Ryukyus, Okinawa 903-0213, Japan;
mailto:b985542@tec.u-ryukyu.ac.jp
* Correspondence: mailto:sara_danial64@yahoo.com (S.M.D.); mailto:sbe@list.ru (S.E.B.)",,,,,,,
13,WOS:000873142500002 (https://www.notion.so/WOS-000873142500002-1130ee199b1d812486b0e6a7b4c09ea8?pvs=21),Encoded Value-at-Risk: A machine learning approach for portfolio risk measurement,Hamid Arian,Iran,Graduate School of Management and Economics,"RiskLab, GSME, Sharif University of Technology, Teymoori Sq, Tehran, 1459973941, Iran","Hamid Ariana,1,∗
, Mehrdad Moghimib,2
, Ehsan Tabatabaeic,3
, Shiva Zamania,4
a RiskLab, GSME, Sharif University of Technology, Teymoori Sq, Tehran, 1459973941, Iran
b Department of Mathematics and Statistics, York University, 4700 Keele Street, Toronto, Ontario M3J 1P3, Canada
c Khatam University, Hakim Azam, North Shiraz St, Mollasadra, Tehran, 1991633356, Iran",,,,,,,
13,WOS:000873142500002 (https://www.notion.so/WOS-000873142500002-1130ee199b1d812486b0e6a7b4c09ea8?pvs=21),Encoded Value-at-Risk: A machine learning approach for portfolio risk measurement,Mehrdad Moghimi,Canada,Department of Mathematics and Statistics,"Department of Mathematics and Statistics, York University, 4700 Keele Street, Toronto, Ontario M3J 1P3, Canada","Hamid Ariana,1,∗
, Mehrdad Moghimib,2
, Ehsan Tabatabaeic,3
, Shiva Zamania,4
a RiskLab, GSME, Sharif University of Technology, Teymoori Sq, Tehran, 1459973941, Iran
b Department of Mathematics and Statistics, York University, 4700 Keele Street, Toronto, Ontario M3J 1P3, Canada
c Khatam University, Hakim Azam, North Shiraz St, Mollasadra, Tehran, 1991633356, Iran",,,,,,,
