Assessed by,Status,ID,Double checked by,Title,Link,File,Exclude,Model input,Horizon,Frequency,What is predicted?,Type of asset,Specific asset,UQ quality assessment,Use of UQ,Assement cirterias of uncertainty,Is code disclosed?,GPT assessment,Starred,ID (tekst),Prob AI model name,Composed with ML models,Composed with traditional models,🎯 ML benchmark?,🎯 ML benchm. models,🎯 Trad. benchm.?,🎯 Trad. benchm. models,📐 ML benchm.?,📐 ML benchm. models,📐 Trad. benchm.?,📐 Trad. benchm. models,(OLD) Benchmarked against (Model),(OLD) Model relationships,(OLD) Name of model,Decision,ID okay?,Summary (AI),DOI,Exclusion comment,Last edited time,Last edited by,Model fields fixed?,Needs discussion,Old models as text,Composition double checked by,Included in last iteration,Model category,Parametric output distribution?,Reason for using prob AI,Adressed in 3.3.2,Type of volatility modeled,Passes UC and indep.?,Passes UC test?,Passes indep.?,Risk measures produced
Sivert,In progress,978-1-392-07688-0 (https://www.notion.so/978-1-392-07688-0-1310ee199b1d81d2a7e8f02892886556?pvs=21),,Dynamic Machine Learning with Least Square Objectives,https://doi.org/,,Exclude,,,,,,,,,,,,,978-1-392-07688-0,,,,,,,,,,,,,,,y,Yes,"The thesis explores dynamic and online machine learning techniques, including matrix factorization and nonlinear Kalman filtering, for time series analysis and prediction tasks such as stock price forecasting.",,This is again a Dissertations/Thesis that has not been published in a journal so we should Exclude,"November 4, 2024 9:34 AM",Sivertae,Not started,,,,YES,,,,No,,,,,
Sivert,In progress,978-1-109-52503-8 (https://www.notion.so/978-1-109-52503-8-1310ee199b1d81e6bfa2f1d587d1f31d?pvs=21),,Variance-based clustering methods and higher order data transformations and their applications,https://doi.org/,,Exclude,,,,,,,,,,,,,978-1-109-52503-8,,,,,,,,,,,,,,,y,Yes,"The dissertation develops novel variance-based clustering methods and higher-order data transformations, applying them to financial time series data to uncover complex cluster structures and improve data analysis in finance.",,This is a dissertation that is not published in a journal?,"November 4, 2024 9:14 AM",Sivertae,Not started,,,,YES,,,,No,,,,,
Sivert,In progress,02776693 (https://www.notion.so/02776693-1310ee199b1d81878be0e2c861170870?pvs=21),,Foreign exchange market prediction with multiple classifiers,https://doi.org/,Journal_of_Forecasting_-_2009_-_Qian_-_Foreign_exchange_market_prediction_with_multiple_classifiers.pdf,Exclude,History,1 day,N/A,Category,Forex,GBPUSD,,,,Yes,"https://chatgpt.com/share/67287ae7-a970-8008-8185-d1ab2a255f12

Here is a summary with tagging for the article ""Foreign Exchange Market Prediction with Multiple Classifiers"" by Bo Qian and Khaled Rasheed.
Tags and Summary:
• Type of Asset: Forex (USD/GBP exchange rate)
• Model Input:
    ◦ Technical: The model uses historical exchange rate data, leveraging daily returns to predict direction.
    ◦ History: Data from previous returns are fed into classifiers.
• Prediction Horizon: One-day ahead (predicting next day’s price movement direction)
• Multi-Step Prediction: No multi-step prediction; each model aims at a single time-step ahead (one-day prediction).
• Type of Output: Directional classification (up or down movement)
• Probabilistic Nature:
    ◦ The model primarily combines classifiers, including Naive Bayes, which generates probabilistic outputs, though these are not calibrated for financial probability quality.
• Model(s) Used:
    ◦ Ensemble of Artificial Neural Network, Decision Tree, k-Nearest Neighbor, and Naive Bayesian Classifier.
    ◦ Ensemble methods include voting and stacked generalization.
• Model Comparison or Composition:
    ◦ Models are compared and composed into an ensemble to improve prediction accuracy. Consistent voting improved accuracy significantly.
• Use of Probabilistic AI: Probabilistic output is not directly used in terms of uncertainty quantification. The probabilistic classifier is applied to optimize ensemble prediction rather than refine probabilistic estimates of market movements.
• Assessment of Uncertainty Quality: No dedicated assessment of the uncertainty quality.
• Benchmarking:
    ◦ No explicit mention of benchmarking against traditional econometric models.
• Code Disclosure: Yes, the MATLAB code is made available for download.
• Future Research Directions:
    ◦ Future work could involve reducing classifier correlation or improving ensemble methods for more robust financial market predictions. Authors also suggest further study into dynamic models that adapt to changing market conditions.
Summary
This study investigates the predictability of the USD/GBP exchange rate using an ensemble of machine learning classifiers (ANN, Decision Tree, kNN, Naive Bayes). By selecting data periods with higher Hurst exponents, they improve model accuracy in periods of greater market predictability. Ensemble methods such as simple voting, stacking, and a ""consistent voting"" approach, which requires unanimous agreement among classifiers, achieve up to 67% accuracy. Despite high classifier correlation reducing ensemble effectiveness, consistent voting outperforms individual models.’",,02776693,Naive Bayes,"Artificial Neural Network (ANN), Decision tree, k-nearest neighbour",,,,,,,,,,,,,y,Yes,"The article investigates the predictability of foreign exchange rates using multiple machine learning classifiers, achieving up to 67% prediction accuracy, thereby challenging the efficient market hypothesis.",,"The article uses Naive Bayes as the probabilistic model, we have not included Naive Bayes as a model that provides naturally good probabiltiies. 
Nor does it discuss/assess probabiltiies of class predictions, so I think this is a natural exclude","November 4, 2024 8:50 AM",Sivertae,In progress,,,,YES,,,,No,,,,,
Sivert,In progress,WOS:001061639000001 (https://www.notion.so/WOS-001061639000001-1200ee199b1d81868314f15d4b6ecdd6?pvs=21),,COVID-19 and commodity effects monitoring using financial & machine learning models,https://doi.org/10.1016/j.sciaf.2023.e01856,,Exclude,,,,,"Commodities, Forex, Stock indices",,,,,,,,WOS:001061639000001,Vector Autoregressive Model (VAR),,,,,,,,,,,,,,y,Yes,"The study examines the impact of COVID-19 and commodity prices, such as gold and oil, on the stock market using financial models and machine learning algorithms, including a Gaussian mixture model.",10.1016/j.sciaf.2023.e01856,"VAR is not an AI/ML model, and the only ML models that are used is Random Forest and Linear Regression","October 15, 2024 4:47 PM",Sivertae,In progress,,,,,,,,No,,,,,
Sivert,In progress,WOS:000294432100009 (https://www.notion.so/WOS-000294432100009-1200ee199b1d814dbc6afbbb36267d05?pvs=21),,Trend forecasting of financial time series using PIPs detection and continuous HMM,https://doi.org/10.3233/ida-2011-0495,,,,,,,,,,,,,,,WOS:000294432100009,,,,,,,,,,,,,,,y,Yes,"A trend forecasting model for financial time series is developed using PIPs detection and continuous Hidden Markov Models, demonstrating superiority over existing methods.",10.3233/ida-2011-0495,,"October 15, 2024 5:06 PM",Sivertae,Not started,,,,,,,,No,,,,,
Sivert,In progress,WOS:000734789000001 (https://www.notion.so/WOS-000734789000001-1200ee199b1d8146a9cbd25fc0df856b?pvs=21),,Adoption of deep learning Markov model combined with copula function in portfolio risk measurement,https://doi.org/10.2478/amns.2021.2.00065,Cognitive-Computational-Model-Using-Machine-Learning-Algorithm-in-Artificial-Intelligence-Environment.pdf,Exclude,,,,,,,,,,,,,WOS:000734789000001,,,,,,,,,,,,,,,y,Yes,"The adoption of a deep learning Markov model combined with copula functions is explored for portfolio risk measurement, indicating strong interdependence among Chinese financial industries.",10.2478/amns.2021.2.00065,There is no financial instrument discussed in the article,"October 15, 2024 6:24 PM",Sivertae,Not started,,,,,,,,No,,,,,
Sivert,In progress,WOS:000502225300001 (https://www.notion.so/WOS-000502225300001-1200ee199b1d818db774cf0b070e31de?pvs=21),,Bayesian predictive analysis for Weibull-Pareto composite model with an application to insurance data,https://doi.org/10.1080/03610918.2019.1699572,Bayesian_predictive_analysis_for_Weibull-Pareto_composite_model_with_an_application_to_insurance_data.pdf,Exclude,,,,,,,,,,,,,WOS:000502225300001,,,,,,,,,,,,,,,y,Yes,"A Bayesian predictive analysis for Weibull-Pareto composite models is developed for insurance data, enabling the calculation of risk measures like VaR and CTE.",10.1080/03610918.2019.1699572,"Not AI and ML? I agree, this is a statistical model that uses Bayesian Inference, so not ML or AI","October 16, 2024 9:11 AM",Sivertae,Not started,,,,,,,,No,,,,,
Sivert,In progress,WOS:000337860600006 (https://www.notion.so/WOS-000337860600006-1130ee199b1d81ed8fa2ffea49996e0d?pvs=21),,Stochastic nonlinear time series forecasting using time-delay reservoir computers: Performance and universality,https://doi.org/10.1016/j.neunet.2014.03.004,1-s2.0-S0893608014000586-main.pdf,Exclude,,,,,,,,,,,"https://chatgpt.com/share/66ff9f29-75c8-8001-b5b0-98a656d5f197

The document titled ""Stochastic nonlinear time series forecasting using time-delay reservoir computers: Performance and universality"" focuses on the application of time-delay reservoir computing (TDR) for financial time series forecasting, particularly in volatility prediction tasks using synthetic and real-world data.

Here is a breakdown of key properties:

### Type of Asset:
- Stocks: The paper uses market data involving NYSE-quoted stocks like AAPL, ABT, AXP, etc., as well as synthetic data.

### Model Input:
- Technical: The input includes log-returns and volatility matrices.
- History: The forecasting relies on past time series values and covariance matrices.

### Horizon for Prediction:
- The paper tests multiple prediction horizons, up to 20 steps ahead in both synthetic and real data.

### Multistep Prediction:
- Yes, the model forecasts multiple time steps at a time, with a clear focus on the prediction of volatility over various horizons (up to 20).

### Type of Output:
- Price with uncertainty: The output includes predicted volatility matrices, a form of uncertainty measure in financial markets.

### Probabilistic AI Aspects:
- Probabilistic output is used and interpreted as aleatoric uncertainty: The paper deals with volatility forecasting, which is directly tied to aleatoric uncertainty (volatility) in financial markets.

### Model Name:
- Time-delay reservoirs (TDR) are used, a specific kind of reservoir computing system.

### Model Comparison:
- The paper compares TDR-based models with standard econometric models such as VEC-GARCH for volatility forecasting. It also explores parallel arrays of TDRs to address task universality.

### Probabilistic AI Usage:
- Probabilistic output is used and interpreted as aleatoric uncertainty: The model focuses on volatility, which reflects stochastic variance in financial data.

### Assessment of Uncertainty:
- The paper assesses the forecasting error and model performance against standard econometric methods, but it doesn't explicitly discuss the quality of uncertainty estimates beyond forecasting errors.

### Benchmarking:
- Yes, the model is benchmarked against traditional econometric models like VEC-GARCH, with the TDR models showing competitive performance.

### Code Disclosure:
- No indication in the document that the code is disclosed.

### Future Research:
- The paper suggests improving the universality of TDRs for different forecasting tasks, enhancing performance for small training sample sizes, and expanding the parallel computing approach to other machine learning tasks.

Let me know if you need a more detailed analysis or have additional questions!",,WOS:000337860600006,,,,,,,,,,,,,,,y,Yes,"This study employs time-delay reservoir computers, a type of machine learning model, for stochastic nonlinear time series forecasting of financial covariances and realized volatilities, showcasing their performance and universal applicability in financial data analysis.",10.1016/j.neunet.2014.03.004,"This article is about parallel configurations of time-delay reservoir computing, which is not ML","October 4, 2024 3:11 PM",Sivertae,Not started,,,,,,,,No,,,,,
Sivert,In progress,WOS:000239059300008 (https://www.notion.so/WOS-000239059300008-1130ee199b1d81b3a302d3797842d4e6?pvs=21),,Classical and Bayesian analysis of univariate and multivariate stochastic volatility models,https://doi.org/10.1080/07474930600713424,Classical_and_Bayesian_Analysis_of_Univariate_and_Multivariate_Stochastic_Volatility_Models.pdf,Exclude,History,,Daily,"Price, Price with uncertainty",Forex,,,,,No,"https://chatgpt.com/share/66ffa9e8-03f4-8008-b6a6-35abb373a214

The paper titled Classical and Bayesian Analysis of Univariate and Multivariate Stochastic Volatility Models by Roman Liesenfeld and Jean-François Richard offers a comprehensive study of both univariate and multivariate stochastic volatility (SV) models. Below is a structured tagging based on your request:
Type of Asset:
• Forex: The paper explicitly analyzes data related to exchange rates between Deutsche Mark (DM), British Pound (BP), Swiss Franc (SF), Japanese Yen (YEN), and the US dollar.
Model Input:
• History: The model's input includes past values of the returns series, as stochastic volatility models rely on historical volatility patterns.
Horizon for Prediction:
• The paper does not specify a distinct time horizon for predictions, but SV models generally predict the next time step (e.g., day in this case of daily exchange rates) based on past data.
Does the Model Predict More than One Time Step Ahead?:
• The model focuses on one-step-ahead predictions, as it uses a recursive approach where volatility and returns are modeled based on the previous time step.
Type of Output:
• Price with Uncertainty: The SV models output returns with their associated volatility, capturing uncertainty in the form of stochastic volatility.
Is it Really Probabilistic AI?
• Yes, this is a fully probabilistic model. Both classical maximum likelihood and Bayesian approaches are employed, with a focus on models that handle uncertainty well through Markov Chain Monte Carlo (MCMC) methods.
Name of Model:
• Univariate SV Model (Taylor, 1982, 1986)
• Multivariate Factor SV Model (Shephard, 1996; Jacquier et al., 1999).
How is Probabilistic AI Used?:
• Probabilistic output is used and interpreted as aleatoric uncertainty (i.e., the model aims to account for volatility as a form of inherent uncertainty).
Do the Authors Assess the Quality of the Uncertainty Estimate?
• Yes, they assess the model's ability to capture volatility through efficient importance sampling (EIS) and Markov Chain Monte Carlo (MCMC) methods, ensuring robust uncertainty estimates.
Is the Model Benchmarked Against Traditional Econometric Models?:
• Yes, and it is suggested that the SV models generally outperform traditional ARCH models in handling time-varying volatility.
Is the Code Disclosed?
• There is no direct indication in the text that code is disclosed, but the detailed methodology suggests that the authors encourage reproducibility.
Future Research Directions:
• The paper suggests the potential for extending the analysis to more complex multivariate SV models with additional factors and idiosyncratic volatility processes.",,WOS:000239059300008,,,,,,Yes and outperforming,,,,,,ARCH,,,y,Yes,"The article conducts classical and Bayesian analyses of univariate and multivariate stochastic volatility models using efficient importance sampling techniques, facilitating maximum likelihood estimation and posterior analysis for improved volatility forecasting.",10.1080/07474930600713424,"This article cannot be said to fall under the AI category, in addition it only proposes an algorithm for more efficient sampling in MCMC","October 4, 2024 10:45 AM",Sivertae,Not started,,ARCH,,,,,,No,,,,,
Sivert,In progress,WOS:000753670800002 (https://www.notion.so/WOS-000753670800002-1130ee199b1d81919655c513a7ff363e?pvs=21),,Probabilistic machine learning for local volatility,https://doi.org/10.21314/jcf.2021.012,,,,,,,,,,,,,,,WOS:000753670800002,,,,,,,,,,,,,,,y,Yes,"The article applies probabilistic machine learning, specifically Gaussian processes, to calibrate local volatility models for financial derivatives, enabling posterior inference and uncertainty quantification in volatility predictions over time.",10.21314/jcf.2021.012,,"October 3, 2024 2:24 PM",Sivertae,Not started,,,,,,,,No,,,,,
Sivert,In progress,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8653278 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-8653278-1130ee199b1d81ca908ee3de95a3a42b?pvs=21),,Stock Market Trend Prediction Using High-Order Information of Time Series,https://doi.org/10.1109/access.2019.2901842,Stock_Market_Trend_Prediction_Using_High-Order_Information_of_Time_Series.pdf,Exclude,"History, Technical",1 day,Daily,Category,"Stock indices, Stocks",,,,,No,"https://chatgpt.com/share/66ffc6c3-e5a4-8001-b15a-4ea9482304c5

Here is the categorization for the article ""Stock Market Trend Prediction Using High-Order Information of Time Series"":

- Type of asset:
- Stocks (Specific companies like Google, Boeing, Apple, etc.)
- Stock indices (S&P 500)

- Model input:
- Technical (The study uses time series trends, such as historical price data)
- History (Past values from the time series)

- Horizon for prediction:
The model predicts the up or down movement of stock prices for the next day (short-term horizon).

- Does the model predict more than one time step ahead at a time?:
No, the model predicts only the next time step.

- Type of output:
A binary categorization (up or down) based on the stock's next price movement.

- Is it really probabilistic AI?
No, the model is not inherently probabilistic AI. It uses a Convolutional Neural Network (CNN) combined with a motif-based sequence reconstruction technique for prediction, which is a deterministic approach without a focus on uncertainty quantification or probabilistic modeling.

- Name of the model:
The paper uses a motif-based sequence reconstruction approach followed by a Convolutional Neural Network (CNN) for trend prediction.

- How is probabilistic AI used?
Probabilistic output is not used, as the focus is on improving point estimates for trend classification (up or down).

- Do the authors assess the quality of the uncertainty estimate?
No, there is no assessment of uncertainty or probability distributions.

- Is the model benchmarked against traditional econometric/statistical models?
Yes, and it outperforms traditional models like ARIMA and HMM, as well as other deep learning models like LSTM.

- Is the code disclosed?
The paper does not mention the disclosure of code.

- Potential areas for future research:
The paper suggests improving motif extraction techniques, handling non-stationary time series more effectively, and expanding the approach to capture anomalies and rare patterns in financial time series【5†source】.",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8653278,,,,,,,,,,,,,,CNN,y,Yes,"A new method using convolutional neural networks on motif-reconstructed financial time series is introduced for stock market trend prediction, achieving 4-7% accuracy improvements over traditional methods.",10.1109/access.2019.2901842,"Not probabilistic. Uses only a simple CNN ","October 16, 2024 9:51 AM",Sivertae,Not started,,CNN,,,,,,No,,,,,
Sivert,In progress,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9612217 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-9612217-10c0ee199b1d81109fe5c7462797ce72?pvs=21),,Can Deep Learning Improve Technical Analysis of Forex Data to Predict Future Price Movements?,https://doi.org/10.1109/access.2021.3127570,Can_Deep_Learning_Improve_Technical_Analysis_of_Forex_Data_to_Predict_Future_Price_Movements.pdf,Exclude,"History, Technical",12h,4h,Category,Forex,,No,Not used,,,"https://chatgpt.com/share/66f68da7-a5a0-8008-bf69-1d2e8c58b09a

Here is a tagging summary for the article Can Deep Learning Improve Technical Analysis of Forex Data to Predict Future Price Movements?:
• Type of asset: Forex
(Specifically focused on major and minor Forex currency pairs such as GBP/USD, EUR/USD, USD/CHF, USD/JPY, EUR/GBP, and GBP/JPY).
• Model input:
    ◦ Technical (Use of technical indicators like Bollinger Bands, Stochastic Oscillator, Bears Power, etc.)
    ◦ History (Based on historical price data from 2010 to 2021 measured in 4-hour intervals).
• Horizon for prediction: Short-term, predicting over a future time window of three 4-hour candles (12 hours).
• Frequency of predictions: 4-hour intervals (The dataset is measured in 4-hour intervals, with candlestick charts used to visualize price data).
• Type of output:
    ◦ Price predictions (The trading system outputs buy/sell signals and generates net profit from trades).
    ◦ Probabilistic output: Not clearly indicated for risk measures or uncertainty quantification.
• Name of model:
    ◦ ResNet50 (A convolutional neural network for image classification)
    ◦ Vision Transformer (ViT) (An attention-based network).
• How is probabilistic AI used?:
    ◦ Probabilistic output is not used (The probabilistic aspects of the models are primarily used to improve the performance of point estimates through deep learning approaches).
• Do the authors assess the quality of uncertainty estimates?: No (There is no direct assessment of uncertainty or probability distribution in the model outputs).
• Is the model benchmarked against traditional econometric/statistical models?: Yes, and it outperforms them (The method was compared to other methodologies like those by Hernandez-Aguila and Munkhdalai, and it outperformed in terms of revenue).
• Future research suggestions:
    ◦ The paper suggests that future research could focus on improving the combination of deep learning with technical analysis or finding ways to better assess the impact of AI in trading decisions.",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9612217,,,,,,Yes and outperforming,,,,,,,Models are compared,"ResNet50, ViT",y,Yes,"Combines Bayesian approaches with LSTM deep learning models, using Monte Carlo dropout to predict Bitcoin closing prices and quantify prediction uncertainties, enhancing forecasting accuracy for investors.",10.1109/access.2021.3127570,Not probabilistic or uncertainty quantification relevant at all.,"September 30, 2024 3:28 PM",Sivertae,Not started,,"ResNet50, ViT",,,,,,No,,,,,
Sivert,In progress,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745535 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-9745535-10c0ee199b1d8179ae55e79603ae121e?pvs=21),,A Hybrid Prediction Model Integrating GARCH Models With a Distribution Manipulation Strategy Based on LSTM Networks for Stock Market Volatility,https://doi.org/10.1109/access.2022.3163723,A_Hybrid_Prediction_Model_Integrating_GARCH_Models_With_a_Distribution_Manipulation_Strategy_Based_on_LSTM_Networks_for_Stock_Market_Volatility.pdf,Exclude,"History, Technical",180 days,Daily,Volatility,Stock indices,,No,Not interpreted,,No,"https://chatgpt.com/share/66f6937b-c998-8008-a7ea-f1096aa2bad4
Here is a detailed tagging of the article based on your provided criteria:
1. Type of asset:
• Stock indices (S&P 500)
2. Model input:
• Technical (Various GARCH-type models, including GARCH, EGARCH, TGARCH)
• History (Past values of the S&P 500 are used as input for the LSTM model)
• Environment (Additional explanatory variables like 16 financial indices are used as inputs)
3. Horizon for prediction:
• The prediction is based on one-week trading days (as indicated by the realized volatility estimated from 5-day periods).
4. Frequency of predictions:
• Predictions are made on a daily frequency using a rolling window method.
5. Type of output:
• The model predicts realized volatility (a continuous variable representing how much the stock price changes over a certain period). The output is essentially a volatility estimate.
6. Name of the model:
• VU-GARCH-LSTM (Volume-up GARCH-LSTM hybrid model)
7. Comparison of models:
• The paper compares multiple models:
    1. Pure-LSTM (P-LSTM)
    2. GARCH-LSTM (G-LSTM)
    3. EGARCH-LSTM (E-LSTM)
    4. TGARCH-LSTM (T-LSTM)
    5. GET-LSTM (Mixed GARCH applied LSTM)
    6. Volume-Up LSTM versions (with VU strategy applied to the above)
• The comparison is primarily focused on evaluating the effectiveness of each in terms of improving volatility prediction performance, especially in the ""right domain"" of the distribution.
8. How is probabilistic AI used in this article?
• Probabilistic output is used to generate financial risk measures other than volatility, specifically improving the prediction distribution to make it comparable to the target distribution. This is done using the Volume-Up strategy to mitigate bias.
9. Do the authors assess the quality of the uncertainty estimate/probability distribution/calculated risk measures?
• Yes, the performance is evaluated across multiple metrics, including the overlap between the predicted and actual volatility distributions and the performance in the ""extreme region"" (high volatility).
10. Is the model benchmarked against traditional econometric/statistical models?
• Yes, and it outperforms traditional models, particularly in the right region of the distribution and with lower Root Mean Square Error (RMSE) compared to the baseline models (various GARCH-LSTM hybrids).
11. Potential areas for future research:
• The authors mention that further research could explore modifications of the concave function (used in the Volume-Up strategy) to further enhance the performance.
This breakdown summarizes the key aspects of the model, how it uses probabilistic AI, and its comparisons with traditional methods.",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745535,,,,,,Yes and outperforming,,,,,,GARCH,Models are compared,VU-GARCH-LSTM,y,Yes,"The study develops a hybrid model integrating GARCH and LSTM networks with distribution manipulation for predicting stock market volatility, achieving significant performance improvements.",10.1109/access.2022.3163723,"Not prob AI, just uses GARCH as input to an LSTM that makes point predictions","October 17, 2024 1:54 PM",Tord Johan Espe,Not started,,"GARCH, VU-GARCH-LSTM",,,,,,No,,,,,
Sivert,In progress,WOS:000075842000003 (https://www.notion.so/WOS-000075842000003-10c0ee199b1d81a7a369ecfcc45c5862?pvs=21),,Graded forecasting using an array of bipolar predictions: application of probabilistic neural networks to a stock market index,https://doi.org/10.1016/s0169-2070(98)00003-x,1-s2.0-S016920709800003X-main.pdf,Exclude,"History, Technical",Short (milliseconds),Daily,Category,Stock indices,,No,Not used,,No,"https://chatgpt.com/share/66f6a769-c810-8008-af72-cfd94734f168
Tags and Categorization:
1. Type of asset:
    ◦ Stock indices: The study focuses on forecasting movements in the Singapore stock price index (PI).
2. Model input:
    ◦ Technical: The model uses daily financial indicators such as stock price index, total return index, dividend yield, trading volume, and price/earnings ratio.
    ◦ History: Past values from the time series (e.g., stock price index changes over time) are used.
3. Horizon for prediction:
    ◦ Short-term prediction: The model predicts the next period's fractional change (up or down).
4. Frequency of predictions:
    ◦ Daily: The input data are daily, and predictions are made for the following day.
5. Type of output:
    ◦ Categorization: The output is a classification into one of seven quantized levels representing different percentage changes in the index (e.g., ±0.5%).
6. Name of model:
    ◦ The primary model introduced is the Arrayed Probabilistic Network (APN). Other models compared include Backpropagation Neural Networks (BPN), Recurrent Neural Networks (RNN), and Case-Based Reasoning (CBR).
7. Comparison of models:
    ◦ APN is compared against BPN, RNN, and CBR. Results show that APN generally outperforms BPN and RNN for certain prediction levels, although CBR performs better in terms of error minimization.
8. Use of probabilistic AI:
    ◦ Probabilistic output is used and interpreted as aleatoric uncertainty (volatility): The probabilistic neural network's outputs represent uncertainty about the direction and magnitude of price changes in the stock index, particularly useful for representing volatility.
9. Assessment of uncertainty:
    ◦ No: There is no explicit mention of assessing the quality of the uncertainty estimates, though the performance of models is evaluated through hit rates and error types.
10. Benchmarking against traditional models:
• Yes, and it outperforms: APN generally performs better than traditional backpropagation and recurrent networks for specific prediction levels in this study.
1. Future research directions:
• Simultaneous prediction of multiple time series, application of multistrategy learning combining different models, and exploration of advanced training algorithms (e.g., Levenberg–Marquardt) are suggested for future studies.",,WOS:000075842000003,,,,,,Yes but unclear which is best,,,,,,"APN, BPN, CBR, RNN",Models are compared,APN,y,Yes,"Develops an array of probabilistic neural networks to perform graded forecasting for stock market indices, enhancing predictive accuracy by utilizing multiple discrete prediction values.",10.1016/s0169-2070(98)00003-x,"Think we can exlude this, they use an arrayed PNN, what that really means is that instead of binary (yes/no) classification, it outputs an array of discrete values. So it is still discrete output. So it is basically just classifying in a range of decided intervals, but there are no probabilities involved","October 17, 2024 1:08 PM",Sivertae,Not started,,"APN, CBR, RNN, BPN, APN",,,,,,No,,,,,
Sivert,In progress,WOS:000889065800003 (https://www.notion.so/WOS-000889065800003-10c0ee199b1d81dca373cf4b36540a53?pvs=21),,A Bayesian analysis based on multivariate stochastic volatility model: evidence from green stocks,https://doi.org/10.1007/s10878-022-00936-0,s10878-022-00936-0.pdf,Exclude,,,,,,,,,,,,,WOS:000889065800003,,,,,,,,,,,,,,,y,Yes,"Employs Bayesian multivariate stochastic volatility models to analyze and predict volatility in green stock indices, demonstrating their suitability as safe-haven assets with low volatility spillover.",10.1007/s10878-022-00936-0,This article has been RETRACTED,"October 4, 2024 2:03 PM",Kristoffer Grude,Not started,,,,,,,,No,,,,,
Sivert,In progress,WOS:000846325900001 (https://www.notion.so/WOS-000846325900001-10c0ee199b1d8144833dd1220f39e431?pvs=21),,"Forecasting Crude Oil Prices with Major S&P 500 Stock Prices: Deep Learning, Gaussian Process, and Vine Copula",https://doi.org/10.3390/axioms11080375,axioms-11-00375-v2.pdf,Exclude,"History, Technical",1 month,Monthly,Price,Commodities,,Yes,Not interpreted,,,"https://chatgpt.com/share/66facfcd-6fa4-8008-b748-d276cd4d4b86

Article Information:
Title: Forecasting Crude Oil Prices with Major S&P 500 Stock Prices: Deep Learning, Gaussian Process, and Vine Copula
Authors: Jong-Min Kim, Hope H. Han, Sangjin Kim
Published: 29 July 2022
DOI: 10.3390/axioms11080375

Key Details for Tagging:
Type of Asset:

Crude oil prices (Brent and WTI)
Stock indices (S&P 500)
Model Input:

Technical: Monthly log returns of oil and stock prices.
History: Time series of past oil prices and stock returns.
Horizon for Prediction: The model forecasts the next month's oil prices.

Frequency of Predictions: Monthly.

Type of Output: Price predictions with uncertainty (e.g., RMSE and MAD metrics). Vine copula, Gaussian process, and deep learning are used for probabilistic outputs.

Name of Models:

Gaussian Process (GP)
Vine Copula
Deep Learning (Neural Network with backpropagation)
Comparison or Composition of Models:

The models are compared based on forecasting accuracy. Vine copula regression with nonlinear principal component analysis (NLPCA) is found to outperform the other methods.
Use of Probabilistic AI:

Probabilistic output is used and interpreted as aleatoric uncertainty (volatility) in price movements.
Assessment of Uncertainty Estimate Quality:

Yes, the quality is assessed using RMSE and MAD.
Benchmarking Against Traditional Models:

The models are compared against each other rather than traditional econometric models, with vine copula performing best.
Code Disclosure: No explicit mention of code disclosure in the text.

Future Research Directions:
The authors suggest investigating the impact of other commodities (e.g., gold, silver, copper) and financial indices (e.g., Consumer Price Index, inflation) on oil prices using the same methodologies.",,WOS:000846325900001,,,,,,No,,,,,,,Models are compared,"Copulas, Deep Learning, GP",y,Yes,"Forecasts Brent and WTI oil prices using Gaussian processes, deep learning, and vine copula regression with dimension reduction techniques, finding vine copula with NLPCA superior.",10.3390/axioms11080375,"The main model of the article is the Vine Copula Regression, which is an advaced regression model, but cannot be classified as ML or AI","October 4, 2024 2:34 PM",Sivertae,Not started,,"GP, Copulas, Deep Learning",,,,,,No,,,,,
