PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Grigoryeva, L; Henriques, J; Larger, L; Ortega, JP				Grigoryeva, Lyudmila; Henriques, Julie; Larger, Laurent; Ortega, Juan-Pablo			Stochastic nonlinear time series forecasting using time-delay reservoir computers: Performance and universality	NEURAL NETWORKS				Article						Reservoir computing; Echo state networks; Neural computing; Time-delay reservoir; Time series forecasting; Universality; VEC-GARCH model; Volatility forecasting; Realized volatility; Parallel reservoir computing	BOOTSTRAP PREDICTION INTERVALS; NEURAL-NETWORKS; SYSTEMS	Reservoir computing is a recently introduced machine learning paradigm that has already shown excellent performances in the processing of empirical data. We study a particular kind of reservoir computers called time-delay reservoirs that are constructed out of the sampling of the solution of a time-delay differential equation and show their good performance in the forecasting of the conditional covariances associated to multivariate discrete-time nonlinear stochastic processes of VEC-GARCH type as well as in the prediction of factual daily market realized volatilities computed with intraday quotes, using as training input daily fog-return series of moderate size. We tackle some problems associated to the lack of task-universality for individually operating reservoirs and propose a solution based on the use of parallel arrays of time-delay reservoirs. (C) 2014 Elsevier Ltd. All rights reserved.	[Grigoryeva, Lyudmila] Univ Franche Comte, UFR Sci & Tech, Lab Math Besancon, F-25030 Besancon, France; [Henriques, Julie] Cegos Deployment, F-25000 Besancon, France; [Larger, Laurent] Univ Franche Comte, UFR Sci & Tech, Dept Opt, UMR CNRS FEMTO ST 6174, F-25030 Besancon, France; [Ortega, Juan-Pablo] Univ Franche Comte, UFR Sci & Tech, Lab Math Besancon, CNRS, F-25030 Besancon, France		Ortega, JP (corresponding author), Univ Franche Comte, UFR Sci & Tech, Lab Math Besancon, CNRS, 16 Route Gray, F-25030 Besancon, France.	Lyudmyla.Grygoryeva@univ-fcomte.fr; jhenriques@deployment.org; Laurent.Larger@univ-fcomte.fr; Juan-Pablo.Ortega@univ-fcomte.fr	Larger, Laurent/R-8217-2019; Ortega, JuanPablo/KYP-9262-2024	Grigoryeva, Lyudmila/0000-0002-4857-7779; Larger, Laurent/0000-0003-1245-1602; Ortega, Juan-Pablo/0000-0002-5412-9622						32	34											JUL	2014	55						59	71		10.1016/j.neunet.2014.03.004	http://dx.doi.org/10.1016/j.neunet.2014.03.004												2024-10-15	WOS:000337860600006
J	Thawornwong, S; Enke, D				Thawornwong, S; Enke, D			The adaptive selection of financial and economic variables for use with artificial neural networks	NEUROCOMPUTING				Article						neural networks; variable relevance analysis; financial and economic variables; stock market prediction	STOCK RETURNS; PREDICTING RETURNS; P 500; MARKET; PREDICTABILITY; BUSINESS; INDEXES; LEVEL; MODEL	It has been widely accepted that predicting stock returns is not a simple task since many market factors are involved and their structural relationships are not perfectly linear. Recently, a promising data mining technique in machine learning has been proposed to uncover the predictive relationships of numerous financial and economic variables. Inspired by the fact that the determinant between these variables and their interrelationships over stock returns changes over time, we explore this issue further by using data mining to uncover the recent relevant variables with the greatest predictive ability. The objective is to examine whether using the recent relevant variables leads to additional improvements in stock return forecasting. Given evidence of non-linearity in the financial market, the resulting variables are then provided to neural networks, including probabilistic and feed-forward neural networks, for predicting the directions of future excess stock return. The results show that redeveloped neural network models that use the recent relevant variables generate higher profits with lower risks than the buy-and-hold strategy, conventional linear regression, and the random walk model, as well as the neural network models that use constant relevant variables. (C) 2003 Elsevier B.V. All rights reserved.	Univ Missouri, Intelligent Syst Ctr, Rolla, MO 65409 USA		Univ Missouri, Intelligent Syst Ctr, 1870 Miner Circle 204, Rolla, MO 65409 USA.	enke@umr.edu								104	112											JAN	2004	56						205	232		10.1016/j.neucom.2003.05.001	http://dx.doi.org/10.1016/j.neucom.2003.05.001												2024-10-15	WOS:000188597300010
J	Thumu, SR; Nellore, G				Thumu, Subba Reddy; Nellore, Geethanjali			Optimized Ensemble Support Vector Regression Models for Predicting Stock Prices with Multiple Kernels	ACTA INFORMATICA PRAGENSIA				Article						Microsoft corporation (MSFT); Stock forecast; SVR; Hyperbolic tangent kernels (HTK); Linear polynomial RBF kernels (LPR); Ensemble model; Bayesian optimization (BO); Regression metrics		Stock forecasting is a complicated and daily challenge for investors because of the non -linearity of the market and the high volatility of financial assets such as stocks, bonds and other commodities. There is a need for a powerful and adaptive stock prediction model that handles complexities and provides accurate predictions. The support vector regression (SVR) model is one of the most prominent machine learning models for forecasting time series data. An ensemble hyperbolic tangent kernel SVR (HTK-SVR-BO) is proposed in this paper, combining Tanh and inverse Tanh kernels with Bayesian optimization. Combining the strengths of multiple kernels using the ensemble technique and then using optimization to identify the optimal values for each SVR model to enhance the ensemble model performance is possible. Our proposed model is compared with an ensemble SVR model (LPR-SVR-BO), which uses well-known SVR kernel types, including linear, polynomial and radial basis function (RBF). We apply the proposed models to Microsoft Corporation (MSFT) stock prices. The mean absolute error (MAE), mean squared error (MSE), root mean squared error (RMSE), R2 score (model accuracy) and mean absolute percentage error (MAPE) are the regression metrics used to compare the effectiveness of each ensemble model. In our comparison, HTK-SVR-BO performs better in terms of regression metrics compared to LPR-SVR-BO and achieves results of 0.27424, 0.13392, 0.36595, 0.99997 and 5.2331 respectively. According to the analysis, the proposed model is more predictive and may generalize to previously unknown data more effectively, so it can be accurate when forecasting future stock prices.	[Thumu, Subba Reddy; Nellore, Geethanjali] Sri Krishnadevaraya Univ, Dept Comp Sci & Technol, Anantapur, India		Thumu, SR (corresponding author), Sri Krishnadevaraya Univ, Dept Comp Sci & Technol, Anantapur, India.	subbareddy.thumu@gmail.com		Thumu, Subba Reddy/0000-0001-8576-0209						1	1												2024	13	1					24	37		10.18267/j.aip.226	http://dx.doi.org/10.18267/j.aip.226												2024-10-15	WOS:001207315000004
J	Kallus, N				Kallus, Nathan			Treatment Effect Risk: Bounds and Inference	MANAGEMENT SCIENCE				Article						individual treatment effect; conditional average treatment effect; conditional value at risk; partial identification; debiased machine learning	TREATMENT EFFECT HETEROGENEITY; CAUSAL INFERENCE; NONPARAMETRIC-TESTS; OPTIMIZATION; QUANTILE; RATES	Because the average treatment effect (ATE) measures the change in social welfare, even if positive, there is a risk of negative effect on, say, some 10% of the population. Assessing such risk is difficult, however, because any one individual treatment effect (ITE) is never observed, so the 10% worst-affected cannot be identified, whereas distributional treatment effects only compare the first deciles within each treatment group, which does not correspond to any 10% subpopulation. In this paper, we consider how to nonetheless assess this important risk measure, formalized as the conditional value at risk (CVaR) of the ITE distribution. We leverage the availability of pretreatment covariates and characterize the tightest possible upper and lower bounds on ITE-CVaR given by the covariate-conditional average treatment effect (CATE) function. We then proceed to study how to estimate these bounds efficiently from data and construct confidence intervals. This is challenging even in randomized experiments as it requires understanding the distribution of the unknown CATE function, which can be very complex if we use rich covariates to best control for heterogeneity. We develop a debiasing method that overcomes this and prove it enjoys favorable statistical properties even when CATE and other nuisances are estimated by black box machine learning or even inconsistently. Studying a hypothetical change to French job search counseling services, our bounds and inference demonstrate a small social benefit entails a negative impact on a substantial subpopulation.	[Kallus, Nathan] Cornell Univ, Cornell Tech, New York, NY 10044 USA		Kallus, N (corresponding author), Cornell Univ, Cornell Tech, New York, NY 10044 USA.	kallus@cornell.edu		Kallus, Nathan/0000-0003-1672-0507						4	4											AUG	2023	69	8					4579	4590		10.1287/mnsc.2023.4819	http://dx.doi.org/10.1287/mnsc.2023.4819		JUN 2023										2024-10-15	WOS:001023114600001
J	Dorn, J; Guo, K; Kallus, N				Dorn, Jacob; Guo, Kevin; Kallus, Nathan			Doubly-Valid/Doubly-Sharp Sensitivity Analysis for Causal Inference with Unmeasured Confounding	JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				Article; Early Access						Conditional value at risk; Debiased machine learning; Double robustness; Partial identification; Marginal sensitivity model; Semiparametric efficiency	OPTIMIZATION; BOUNDS	We consider the problem of constructing bounds on the average treatment effect (ATE) when unmeasured confounders exist but have bounded influence. Specifically, we assume that omitted confounders could not change the odds of treatment for any unit by more than a fixed factor. We derive the sharp partial identification bounds implied by this assumption by leveraging distributionally robust optimization, and we propose estimators of these bounds with several novel robustness properties. The first is double sharpness: our estimators consistently estimate the sharp ATE bounds when one of two nuisance parameters is misspecified and achieve semiparametric efficiency when all nuisance parameters are suitably consistent. The second and more novel property is double validity: even when most nuisance parameters are misspecified, our estimators still provide valid but possibly conservative bounds for the ATE and our Wald confidence intervals remain valid even when our estimators are not asymptotically normal. As a result, our estimators provide a highly credible method for sensitivity analysis of causal inferences. Supplementary materials for this article are available online including a standardized description of the materials available for reproducing the work.	[Dorn, Jacob] Princeton Univ, Princeton, NJ USA; [Guo, Kevin] Stanford Univ, Stanford, CA USA; [Kallus, Nathan] Cornell Univ, New York, NY 10044 USA		Kallus, N (corresponding author), Cornell Univ, New York, NY 10044 USA.	kallus@cornell.edu		Kallus, Nathan/0000-0003-1672-0507; Dorn, Jacob/0000-0002-4764-9603						0	0											2024 APR 23	2024										10.1080/01621459.2024.2335588	http://dx.doi.org/10.1080/01621459.2024.2335588		APR 2024										2024-10-15	WOS:001208040700001
J	Kim, JM; Han, HH; Kim, S				Kim, Jong-Min; Han, Hope H.; Kim, Sangjin			Forecasting Crude Oil Prices with Major S&P 500 Stock Prices: Deep Learning, Gaussian Process, and Vine Copula	AXIOMS				Article						oil prices; S&P 500; multivariate time series; Gaussian process model; vine copula; Bayesian variable selection; functional principal component analysis; nonlinear principal component analysis	MOVEMENTS	This paper introduces methodologies in forecasting oil prices (Brent and WTI) with multivariate time series of major S&P 500 stock prices using Gaussian process modeling, deep learning, and vine copula regression. We also apply Bayesian variable selection and nonlinear principal component analysis (NLPCA) for data dimension reduction. With a reduced number of important covariates, we also forecast oil prices (Brent and WTI) with multivariate time series of major S&P 500 stock prices using Gaussian process modeling, deep learning, and vine copula regression. To apply real data to the proposed methods, we select monthly log returns of 2 oil prices and 74 large-cap, major S&P 500 stock prices across the period of February 2001-October 2019. We conclude that vine copula regression with NLPCA is superior overall to other proposed methods in terms of the measures of prediction errors.	[Kim, Jong-Min] Univ Minnesota, Stat Discipline, Morris, MN 56267 USA; [Han, Hope H.] Ulsan Natl Inst Sci & Technol UNIST, Sch Business Adm, Ulsan 44919, South Korea; [Kim, Sangjin] Dong A Univ, Dept Management & Informat Syst, Busan 49236, South Korea		Kim, JM (corresponding author), Univ Minnesota, Stat Discipline, Morris, MN 56267 USA.	jongmink@morris.umn.edu; hopehan@unist.ac.kr; skim10@dau.ac.kr		Han, Hope/0000-0003-4304-8189; Kim, Jong-Min/0000-0003-3821-2060; Kim, Sangjin/0000-0003-2824-0850						3	3											AUG	2022	11	8							375	10.3390/axioms11080375	http://dx.doi.org/10.3390/axioms11080375												2024-10-15	WOS:000846325900001
J	Zaffar, A; Hussain, SMA				Zaffar, Asma; Hussain, S. M. Aalim			Modeling and prediction of KSE-100 index closing based on news sentiments: an applications of machine learning model and ARMA (p, q) model	MULTIMEDIA TOOLS AND APPLICATIONS				Article						KSE-100 index; ARMA (p; Q); RMSE; MAE; Theil's U-statistics		The main financial markets of every country are stock exchange and consider as an imperative cause for the corporations to increase capital. The novelty of this study to explore machine learning techniques when applied to financial stock market data, and to understand how machine learning algorithms can be applied and compare the result with time series analysis to real lifetime series data and helpful for any investor. Investors are constantly reviewing past pricing history and using it to influence their future investment decisions. The another novelty of this study, using news sentiments, the values will be processed into lists displaying and representing the stock and predicting the future rates to describe the market, and to compare investments, which will help to avoid uncertainty amongst the investors regarding the stock index. Using artificial neural network technique for prediction for KSE 100 index data on closing day. In this regard, six months' data cycle trained the data and apply the statistical interference using a ARMA (p, q) model to calculate numerical result. The novelty of this study to find the relation between them either they are strongly correlated or not, using machine learning techniques and ARMA (p, q) process to forecast the behavior KSE 100 index cycles. The adequacy of model describes via least values Akaike information criterion (AIC), Bayesian Schwarz information criterion (SIC) and Hannan Quinn information criterion (HIC). Durbin- Watson (DW) test is also applied. DW values (< 2) shows that all cycles are strongly correlated. Most of the KSE-100 index cycles expresses that the appropriate model is ARMA (2,1). Cycle's 2nd,3rd,4th and 5th shows that ARMA (3,1) is best fitted. Cycle 8th is shows ARMA (1,1) best fit and cycle 12th shows that the most appropriate model is ARMA (4,1). Diagnostic checking tests like Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE) and Theil's U-Statistics are used to predict KSE-100 index cycles. Theil's U-Statistics demonstrate that each cycle is strongly correlated to previous one.	[Zaffar, Asma; Hussain, S. M. Aalim] Sir Syed Univ Engn & Technol, Dept Math, Karachi, Pakistan		Zaffar, A (corresponding author), Sir Syed Univ Engn & Technol, Dept Math, Karachi, Pakistan.	aszafar@ssuet.edu.pk		Zaffar, Asma/0000-0002-2307-6572						4	4											SEP	2022	81	23					33311	33333		10.1007/s11042-022-13052-2	http://dx.doi.org/10.1007/s11042-022-13052-2		APR 2022										2024-10-15	WOS:000783091400003
J	Clintworth, M; Lyridis, D; Boulougouris, E				Clintworth, Mark; Lyridis, Dimitrios; Boulougouris, Evangelos			Financial risk assessment in shipping: a holistic machine learning based methodology	MARITIME ECONOMICS & LOGISTICS				Article						Financial distress; Machine learning; Multivariate imputation; Random forest; Extreme gradient boosting; Generalised additive modelling; Conditional value-at-risk	BANKRUPTCY PREDICTION; PERFORMANCE; DEFAULT; DISTRESS; DRIVERS; MODELS; MARKET; PROBABILITY; IMPUTATION; ALGORITHM	Corporate financial distress (FD) prediction models are of great importance to all stakeholders, including regulators and banks, who rely on acceptable estimates of default risk, for both individual borrowers and bank loan portfolios. Whilst this subject has been covered extensively in finance research, its application to international shipping companies has been limited while the focus has mainly been on the application of traditional linear modelling, using sparse, cross-sectional financial statement data. Insufficient attention has been paid to the noisy and incomplete nature of shipping company financial statement information. This study contributes to the literature through the design, development and testing of a novel holistic machine learning methodology which integrates predictor evaluation and missing data analysis into the distress prediction process. The model was validated using a longitudinal dataset of over 5000 company year-end financial statements combined with macroeconomic and market predictors. We applied this methodology first for individual company level distress prediction before testing the models' ability to provide accurate confidence intervals by backtesting conditional value-at-risk estimations of the distress rates for bank portfolios. We conclude that, by adopting a holistic approach, our methodology can enhance financial monitoring of company loans and bank loan portfolios thereby providing a practical "early warning system" for financial distress.	[Clintworth, Mark] Univ Strathclyde, Dept Naval Architecture & Marine Engn, Glasgow, Lanark, Scotland; [Lyridis, Dimitrios] Natl Tech Univ Athens, Athens, Greece; [Boulougouris, Evangelos] Univ Strathclyde, Maritime Safety Res Ctr, Glasgow, Lanark, Scotland		Clintworth, M (corresponding author), Univ Strathclyde, Dept Naval Architecture & Marine Engn, Glasgow, Lanark, Scotland.	mbc@maritime-research.org	Boulougouris, Evangelos/AAZ-5707-2021; Lyridis, Dimitrios/AAA-5769-2021	Lyridis, Dimitrios V./0000-0003-0812-0560; Boulougouris, Evangelos/0000-0001-5730-007X						6	6											MAR	2023	25	1					90	121		10.1057/s41278-020-00183-2	http://dx.doi.org/10.1057/s41278-020-00183-2		JAN 2021										2024-10-15	WOS:000604846000002
J	Kallus, N; Mao, XJ; Uehara, M				Kallus, Nathan; Mao, Xiaojie; Uehara, Masatoshi			Localized Debiased Machine Learning: Efficient Inference on Quantile Treatment Effects and Beyond	JOURNAL OF MACHINE LEARNING RESEARCH				Article						Causal Inference; Neyman Orthogonality; Cross-fitting; Instrumental Variables; Conditional Value at Risk; Expectiles	SEMIPARAMETRIC EFFICIENCY; CONFIDENCE-INTERVALS; MOMENT RESTRICTIONS; CAUSAL INFERENCE; MISSING DATA; MODELS; SELECTION; REGIONS; TESTS	We consider estimating a low-dimensional parameter in an estimating equation involving high-dimensional nuisance functions that depend on the target parameter as an input. A central example is the efficient estimating equation for the (local) quantile treatment effect ((L)QTE) in causal inference, which involves the covariate-conditional cumulative distribution function evaluated at the quantile to be estimated. Existing approaches based on flexibly estimating the nuisances and plugging in the estimates, such as debiased machine learning (DML), require we learn the nuisance at all possible inputs. For (L)QTE, DML requires we learn the whole covariate-conditional cumulative distribution function. We instead propose localized debiased machine learning (LDML), which avoids this burdensome step and needs only estimate nuisances at a single initial rough guess for the target parameter. For (L)QTE, LDML involves learning just two regression functions, a standard task for machine learning methods. We prove that under lax rate conditions demonstrate in empirical studies.	[Kallus, Nathan; Uehara, Masatoshi] Cornell Univ, Cornell Tech, 2 West Loop Rd, New York, NY 10044 USA; [Mao, Xiaojie] Tsinghua Univ, Sch Econ & Management, Beijing 100084, Peoples R China		Kallus, N (corresponding author), Cornell Univ, Cornell Tech, 2 West Loop Rd, New York, NY 10044 USA.	KALLUS@CORNELL.EDU; MAOXJ@SEM.TSINGHUA.EDU.CN; MU223@CORNELL.EDU	Uehara, Masatoshi/ISS-6270-2023							0	0												2024	25								16														2024-10-15	WOS:001168597500001
J	Soleymani, F; Paquet, E				Soleymani, Farzan; Paquet, Eric			Long-term financial predictions based on Feynman-Dirac path integrals, deep Bayesian networks and temporal generative adversarial networks	MACHINE LEARNING WITH APPLICATIONS				Article						Temporal generative adversarial network; Time series; Financial predictions; Long short-term memory; Temporal convolutional network	DIVERGENCE	This paper presents a new deep learning framework, QuantumPath, for long-term stock price prediction, which is of great significance in portfolio management and risk mitigation, especially when the market becomes volatile due to unpredictable circumstances such as a pandemic. Our approach is based on stochastic equations, the Feynman-Dirac path integral, deep Bayesian networks, and temporal generative adversarial neural networks (t-GAN). The expected financial trajectory is evaluated with a Feynman-Dirac path integral. The latter involves summing all possible financial trajectories that could have been taken by the financial instrument. These trajectories are generated with a t-GAN. A probability is attributed to each point of each path. The probability is a function of the Lagrangian, which is derived from a stochastic equation describing the temporal evolution of the stock. The drift and the volatility at each point, which are required in order to evaluate the Lagrangian, are predicted with a deep Bayesian neural network. Given that the evolution of a stock's price is isomorphic to a time series, our temporal GAN consists of long short-term memory (LSTM) neural networks, which introduce a memory mechanism, and temporal convolutional neural networks (TCN), which ensure causality. Stock prices are predicted over periods of twenty and thirty days for nine stocks, eight of which are included in the S&P 500 index. Our experimental results clearly demonstrate the efficiency of our approach.	[Soleymani, Farzan] Univ Ottawa, Dept Mech Engn, Ottawa, ON, Canada; [Paquet, Eric] CNR, 1200 Montreal Rd, Ottawa, ON K1A 0R6, Canada		Paquet, E (corresponding author), CNR, 1200 Montreal Rd, Ottawa, ON K1A 0R6, Canada.	fsoleyma@uottawa.ca; Paquet@nrc-cnrc.gc.ca		Soleymani, Farzan/0000-0001-8668-0710						2	2											MAR 15	2022	7								100255	10.1016/j.mlwa.2022.100255	http://dx.doi.org/10.1016/j.mlwa.2022.100255												2024-10-15	WOS:001223046600008
J	Guo, HG; Wang, JZ; Li, ZW; Lu, HY; Zhang, LY				Guo, Honggang; Wang, Jianzhou; Li, Zhiwu; Lu, Haiyan; Zhang, Linyue			A non-ferrous metal price ensemble prediction system based on innovative combined kernel extreme learning machine and chaos theory	RESOURCES POLICY				Article						Non-ferrous metal price prediction; Machine learning; Combined kernel extreme learning machine; Phase space reconstruction; Multi-objective optimization algorithm	GOLD; DYNAMICS; MARKET; EMD	Non-ferrous metal futures, as a significant component of the financial market, are complementary and coordinated with other financial elements, which has been a key area of research in recent years. However, given the apparent volatility and chaotic nature of the non-ferrous metal price sequence, forecasting it remains a difficult challenge. While prior research employed a variety of methodologies to forecast metal prices, they overlooked the critical role of chaos feature analysis and the necessity of error analysis, severely limiting prediction accuracy. This paper designs a novel non-ferrous metal price ensemble prediction system that incorporates data decomposition, phase space reconstruction, multi-objective optimization, point prediction, and interval prediction. A combined kernel extreme learning machine based on the improved multi-objective lion swarm optimization algorithm is developed and theoretically explained to improve prediction accuracy and reliability. Additionally, the appropriate creation of the prediction interval based on the best-fit distribution of the point prediction error enabled the examination of various levels of uncertainty. In an empirical experiment using copper and aluminum prices from the London Metal Exchange, the proposed system demonstrated benefits in point and interval prediction, providing decision makers with useful prediction references.	[Guo, Honggang; Wang, Jianzhou; Zhang, Linyue] Dongbei Univ Finance & Econ, Sch Stat, Dalian 116025, Peoples R China; [Li, Zhiwu] Macau Univ Sci & Technol, Inst Syst Engn, Macau 999078, Peoples R China; [Lu, Haiyan] Univ Technol Sydney, Dept Software Engn, Sydney, Australia		Wang, JZ (corresponding author), Dongbei Univ Finance & Econ, Sch Stat, Dalian 116025, Peoples R China.	ghg970612@163.com; wangjzh@lzu.edu.cn; zhwli@xidian.edu.cn; Haiyan.Lu@uts.edu.au; zhanglinyue98@163.com	Li, Zhiwu/A-7884-2010; Wang, Jianzhou/ABE-8452-2020							8	8											DEC	2022	79								102975	10.1016/j.resourpol.2022.102975	http://dx.doi.org/10.1016/j.resourpol.2022.102975		SEP 2022										2024-10-15	WOS:000864527500006
J	Liesenfeld, R; Richard, JF				Liesenfeld, R; Richard, JF			Estimation of dynamic bivariate mixture models: Comments on Watanabe (2000)	JOURNAL OF BUSINESS & ECONOMIC STATISTICS				Article						Bayesian posterior means; efficient importance sampling; latent variable; Markov chain Monte Carlo; maximum likelihood	STOCHASTIC VOLATILITY MODELS; BAYESIAN-ANALYSIS; TRADING VOLUME; DISTRIBUTIONS; BEHAVIOR; PRICES	This note compares a Bayesian Markov chain Monte Carlo approach implemented by Watanabe with a maximum likelihood ML approach based on an efficient importance sampling procedure to estimate dynamic bivariate mixture models. In these models, stock price volatility and trading volume are jointly directed by the unobservable number of price-relevant information arrivals, which is specified as a serially correlated random variable. It is shown that the efficient importance sampling technique is extremely accurate and that it produces results that differ significantly from those reported by Watanabe.	Eberhard Karls Univ Tubingen, Dept Econ, Tubingen, Germany; Univ Pittsburgh, Dept Econ, Pittsburgh, PA 15260 USA		Liesenfeld, R (corresponding author), Eberhard Karls Univ Tubingen, Dept Econ, Tubingen, Germany.		Liesenfeld, Roman/ABF-1224-2021	Liesenfeld, Roman/0000-0001-6996-6215						5	7											OCT	2003	21	4					570	576		10.1198/073500103288619287	http://dx.doi.org/10.1198/073500103288619287												2024-10-15	WOS:000185922400015
J	David, M; Ramahatana, F; Trombe, PJ; Lauret, P				David, M.; Ramahatana, F.; Trombe, P. J.; Lauret, P.			Probabilistic forecasting of the solar irradiance with recursive ARMA and GARCH models	SOLAR ENERGY				Article						Probabilistic solar forecasts; Clear sky index; ARMA; GARCH; Operational framework; Recursive least square	RELIABILITY DIAGRAMS; POWER-GENERATION; STORAGE-SYSTEM; RADIATION; WIND; PREDICTION; ENSEMBLE; BENCHMARKING; GRIDS; US	Forecasting of the solar irradiance is a key feature in order to increase the penetration rate of solar energy into the energy grids. Indeed, the anticipation of the fluctuations of the solar renewables allows a better management of the production means of electricity and a better operation of the grid-connected storage systems. If numerous methods for forecasting the mean of the solar irradiance were recently developed, there are only few works dedicated to the evaluation of prediction intervals associated to these point forecasts. Time series of solar irradiance and more specifically of clear sky index show some similarities with that of financial time series. The aim of this paper is to assess the performances of a commonly used combination of two linear models (ARMA and GARCH) in econometrics in order to provide probabilistic forecasts of solar irradiance. In addition, a recursive estimation of the parameters of the models has been set up in order to provide a framework that can be applied easily in an operational context. A comprehensive testing procedure has been used to assess both point forecasts and probabilistic forecasts. Using only the past records of the solar irradiance, the proposed model is able to perform point forecasts as accurately as other methods based on machine learning techniques. Moreover, the recursive ARMA GARCH model is easier to set-up and it gives additional information about the uncertainty of the forecasts. Even if some strong assumption has been made regarding the statistical distribution of the error, the reliability of the probabilistic forecasts stands in the same order of magnitude as other works done in the field of solar forecasting. (C) 2016 Elsevier Ltd. All rights reserved.	[David, M.; Ramahatana, F.; Lauret, P.] Univ La Reunion, PIMENT, Tampon 97430, Reunion, France; [Trombe, P. J.] Tech Univ Denmark, DTU Compute, DK-2800 Lyngby, Denmark		David, M (corresponding author), Univ La Reunion, PIMENT, Tampon 97430, Reunion, France.		Ramahatana, Faly/ABE-3498-2020	david, Mathieu/0000-0002-7382-1294; Ramahatana, Faly H./0000-0001-9371-7980						140	155											AUG	2016	133						55	72		10.1016/j.solener.2016.03.064	http://dx.doi.org/10.1016/j.solener.2016.03.064												2024-10-15	WOS:000377733300006
J	Faridi, S; Zaj, MM; Daneshvar, A; Shahverdiani, S; Roodposhti, FR				Faridi, Sanaz; Madanchi Zaj, Mahdi; Daneshvar, Amir; Shahverdiani, Shadi; Roodposhti, Fereydoon Rahnamay			Portfolio rebalancing based on a combined method of ensemble machine learning and genetic algorithm	JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING				Article						Portfolio balancing; Ensemble learning; Market timing; Combined learning methods	STOCK; INVESTMENT; PREDICTABILITY; HYPOTHESIS; MARKETS	Purpose - This paper presents a combined method of ensemble learning and genetics to rebalance the corporate portfolio. The primary purpose of this paper is to determine the amount of investment in each of the shares of the listed company and the time of purchase, holding or sale of shares to maximize total return and reduce investment risk. Design/methodology/approach - To achieve the goals of the problem, a two-level combined intelligent method, such as a support vector machine, decision tree, network Bayesian, k-nearest neighbors and multilayer perceptron neural network as heterogeneous basic models of ensemble learning in the first level, was applied. Then, the majority vote method (weighted average) in the second stage as the final model of learning was collectively used. Therefore, the data collected from 208 listed companies active in the Tehran stock exchange () from 2011 to 2015 have been used to teach the data. For testing and analysis, the data of the same companies between 2016 and 2020 have been used. Findings - The results showed that the method of combined ensemble learning and genetics has the highest total stock portfolio yield of 114.12%, with a risk of 0.905%. Also, by examining the rate of return on capital, it was observed that the proposed method has the highest average rate of return on investment of 110.64%. As a result, the proposed method leads to higher returns with lower risk than the purchase and maintenance method for fund managers and companies and predicts market trends. Research limitations/implications - In the forthcoming research, there were no limitations to obtain research data were easily extracted from the site of Tehran Stock Exchange Technology Management Company and Rahvard Novin software, and simulation was performed in MATLAB software. Practical implications - In this paper, using combined machine learning methods, companies' stock prices are predicted and stock portfolio optimization is optimized. As companies and private organizations are trying to increase their rate of return, so they need a way to predict stock prices based on specific indicators. It turned out that this algorithm has the highest stock portfolio return with reasonable investment risk, and therefore, investors, portfolio managers and market timers can be used this method to optimize the stock portfolio. Social implications - The homogeneous and heterogeneous two-level hybrid model presented in the research can be used to predict market trends by market timers and fund managers. Also, adjusting the portfolio with this method has a much higher return than the return on buying and holding, and with controlled risk, it increases the security of investors' capital, and investors invest their capital in the funds more safely. And will achieve their expected returns. As a result, the psychological security gained from using this method for portfolio arrangement will eventually lead to the growth of the capital market. Originality/value - This paper tries to present the best combination of stock portfolios of active companies of the Tehran Stock Exchange by using the two-level combined intelligent method and genetic algorithm.	[Faridi, Sanaz] Islamic Azad Univ, Dept Financial Management, Sci & Res Branch, Tehran, Iran; [Madanchi Zaj, Mahdi] Islamic Azad Univ, Dept Financial Management, Elect Branch, Tehran, Iran; [Daneshvar, Amir] Islamic Azad Univ, Dept Informat Technol Management, Elect Branch, Tehran, Iran; [Shahverdiani, Shadi] Islamic Azad Univ, Dept Financial Management, Shahr e Qods Branch, Tehran, Iran; [Roodposhti, Fereydoon Rahnamay] Islamic Azad Univ, Dept Accounting, Sci & Res Branch, Tehran, Iran		Zaj, MM (corresponding author), Islamic Azad Univ, Dept Financial Management, Elect Branch, Tehran, Iran.	sanaz.faridi66@gmail.com; madanchi@iauec.ac.ir; daneshvar.amir@gmail.com; shshahverdiani@gmail.com; rahnama.roodposhti@gmail.com	Shahverdiani, shadi/AAT-8573-2021	Daneshvar, Amir/0000-0001-7846-2107; Madanchi Zaj, Mahdi/0000-0003-0950-6545; Rahnamay Roodposhti, Fraydoon/0009-0005-2493-1971						8	8											MAR 21	2023	21	1			SI		105	125		10.1108/JFRA-11-2021-0413	http://dx.doi.org/10.1108/JFRA-11-2021-0413		NOV 2022										2024-10-15	WOS:000885089700001
