"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"A COMPARATIVE STUDY OF BAYESIAN AND MAXIMUM LIKELIHOOD APPROACHES FOR ARCH MODELS WITH EVIDENCE FROM BRAZILIAN FINANCIAL SERIES","","Andrade, Marinho G; Oliveira, Sandra C","New Mathematics and Natural Computation","Undefined","World Scientific Publishing Co., Inc.","7","2","2011-07-01","Jul 2011","347","361","347-361","1793-0057","1793-0057","","ENG","The purpose of this study is to address the inference problem of the parameters of autoregressive conditional heteroscedasticity (ARCH) models. Specifically, we present a comparison of the two approaches - Bayesian and Maximum Likelihood (ML) for ARCH models, and the specific mathematical and algorithmic formulations of these approaches. In the ML, estimation we obtain confidence intervals by using the Bootstrap simulation technique. In the Bayesian estimation, we present a reparametrization of the model which allows us to apply prior normal densities to the transformed parameters. The posterior estimates are obtained using Monte Carlo Markov Chain (MCMC) methods. The methodology is exemplified by considering two Brazilian financial time series: the Bovespa Stock Index - IBovespa and the Telebras series. The order of each ARCH model is selected by using the Bayesian Information Criterion (BIC).","https://www.proquest.com/docview/963894230?accountid=12870&bdid=83737&_bd=%2FBFJRVxxla31wrZ0oUmqWE6tzGg%3D","https://doi.org/10.1142/S1793005711001974"
"Time-series forecasting using manifold learning, radial basis function interpolation, and geometric harmonics","","Papaioannou, Panagiotis G; Talmon Ronen; Kevrekidis, Ioannis G; Siettos Constantinos","Chaos","Scholarly Journals","","32","8","2022-08-01","Aug 2022","","","","1054-1500","","","ENG","We address a three-tier numerical framework based on nonlinear manifold learning for the forecasting of high-dimensional time series, relaxing the “curse of dimensionality” related to the training phase of surrogate/machine learning models. At the first step, we embed the high-dimensional time series into a reduced low-dimensional space using nonlinear manifold learning (local linear embedding and parsimonious diffusion maps). Then, we construct reduced-order surrogate models on the manifold (here, for our illustrations, we used multivariate autoregressive and Gaussian process regression models) to forecast the embedded dynamics. Finally, we solve the pre-image problem, thus lifting the embedded time series back to the original high-dimensional space using radial basis function interpolation and geometric harmonics. The proposed numerical data-driven scheme can also be applied as a reduced-order model procedure for the numerical solution/propagation of the (transient) dynamics of partial differential equations (PDEs). We assess the performance of the proposed scheme via three different families of problems: (a) the forecasting of synthetic time series generated by three simplistic linear and weakly nonlinear stochastic models resembling electroencephalography signals, (b) the prediction/propagation of the solution profiles of a linear parabolic PDE and the Brusselator model (a set of two nonlinear parabolic PDEs), and (c) the forecasting of a real-world data set containing daily time series of ten key foreign exchange rates spanning the time period 3 September 2001–29 October 2020.","https://www.proquest.com/docview/2700121309?accountid=12870&bdid=83737&_bd=Rq63nXHwkro3WoWZvCOkYByBmV8%3D",""
"The roles of liquidity and delay in financial markets based on an optimal forecasting model","","Guo-Hui, Yang; Si-Qi, Ma; Xiao-Dong, Bian; Jiang-Cheng, Li","PLoS One","Scholarly Journals","","18","9","2023-09-01","Sep 2023","e0290869","","","19326203","","","ENG","We investigate the roles of liquidity and delay in financial markets through our proposed optimal forecasting model. The efficiency and liquidity of the financial market are examined using stochastic models that incorporate information delay. Based on machine learning, we estimate the in-sample and out-of-sample forecasting price performances of the six proposed methods using the likelihood function and Bayesian methods, and the out-of-sample prediction performance is compared with the benchmark model ARIMA-GARCH. We discover that the forecasting price performance of the proposed simplified delay stochastic model is superior to that of the benchmark methods by the test methods of a variety of loss function, superior predictive ability test (SPA), Akaike information criterion (AIC), and Bayesian information criterion (BIC). Using data from the Chinese stock market, the best forecasting model assesses the efficiency and liquidity of the financial market while accounting for information delay and trade probability. The rise in trade probability and delay time affects the stability of the return distribution and raises the risk, according to stochastic simulation. The empirical findings show that empirical and best forecasting approaches are compatible, that company size and liquidity (delay time) have an inverse relationship, and that delay time and liquidity have a nonlinear relationship. The most efficient have optimal liquidity.","https://www.proquest.com/docview/2859970572?accountid=12870&bdid=83737&_bd=iRAiEWVlNl31cBIUavbctgD4g38%3D","https://doi.org/10.1371/journal.pone.0290869"
"Nonparametric Bayesian Models for Learning Network Coupling Relationships","","Fan, Xuhui","PQDT - Global","Dissertations & Theses","","","","2015-01-01","2015","","","","","","9798382067292","ENG","As the traditional machine learning setting assumes that the data are identically and independently distributed (i.i.d), this is quite like a perfect conditioned vacuum and seldom a real case in practical applications. Thus, the non-i.i.d learning (Cao, Ou, Yu & Wei 2010)(Cao, Ou & Yu 2012)(Cao 2014) has emerged as a powerful tool in describing the fundamental phenomena in the real world, as more factors to be well catered in this modelling. One critical factor in the non-i.i.d. learning is the relations among the data, ranging from the feature information, node partitioning to the correlation of the outcome, which is referred to as the coupling relation in the non-i.i.d. learning. In our work, we aim at uncovering this coupling relation with the nonparametric Bayesian relational models, that is, the data points in our work are supposed to be coupled with each other, and it is this coupling relation we are interested in for further investigation. The coupling relation is widely seen and motivated in real world applications, for example, the hidden structure learning in social networks for link prediction and structure understanding, the fraud detection in the transactional stock market, the protein interaction modelling in biology.In this thesis, we are particularly interested in the learning and inferencing on the relational data, which is to further discover the coupling relation between the corresponding points. For the detail modelling perspective, we have focused on the framework of mixed-membership stochastic blockmodel, in which membership indicator and mixed-membership distributionare noted to represent the nodes’ belonging community for one relation and the histogram of all the belonging communities for one node. More specifically, we are trying to model the coupling relation through three different aspects: 1) the mixed-membership distributions’ coupling relation across the time. In this work, the coupling relation is reflected in the sticky phenomenon between the mixed-membership distributions in two consecutive time; 2) the membership indicators’ coupling relation, in which the Copula function is utilized to depict the coupling relation; 3) the node information and mixed-membership distribution’s coupling relation. This is achieved by the new proposal transform for the node information’s integration. As these three aspects describe the critical parts of the nodes’ interaction with the communities, we are hoping the complex hidden structures can thus be well studied.In all of the above extensions, we set the number of the communities in a nonparametric Bayesian prior (mainly Hierarchical Dirichlet Process), instead of fixing it as in the previous classical models. In such a way, the complexity of our model can grow along with the data size. That is to say, while we have more data, our model can have a larger amount of communities to account for them. This appealing property enables our models to fit the data better. Moreover, the nice formalization of the Hierarchical Dirichlet Process facilitates us to some benefits, such as the conjugate prior. Thus, this nonparametric Bayesian prior has introduced new elements to the coupling relations’ learning.Under this varying backgrounds and scenarios, we have shown our proposed models and frameworks for learning the coupling relations are evidenced to outperform the state-of-the-art methods via literature explanation and empirical results. The outcomes are sequentially accepted by top journals. Therefore, the nonparametric Bayesian models in learning the coupling relations presents high research value and would still be attractive opportunities for further exploration and exploit.","https://www.proquest.com/docview/3039731158?accountid=12870&bdid=83737&_bd=PVfzzfXr4sio%2BRUbc5UXC22GhDI%3D",""
"Combining Deep Learning and Multiresolution Analysis for Stock Market Forecasting","","Althelaya, Khaled A; Mohammed, Salahadin A; El-Alfy, El-Sayed M","IEEE Access","Scholarly Journals","","9","","2021-01-01","2021","13099","","13099-13111","21693536","","","ENG","Due to its complexity, financial time-series forecasting is regarded as one of the most challenging problems. During the past two decades, nonlinear modeling techniques, such as artificial neural networks, were commonly employed to solve a variety of time-series problems. Recently, however, deep neural network has been found to be more efficient than those in many application domains. In this article, we propose a model based on deep neural networks that improves the forecasting of stock prices. We investigate the impact of combining deep learning techniques with multiresolution analysis to improve the forecasting accuracy. Our proposed model is based on an empirical wavelet transform which is shown to outperform traditional stationary wavelet transform in capturing price fluctuations at different time scales. The proposed model is demonstrated to be substantially more effective than other models when evaluated on the S&P500 stock index and Mackey-Glass time series.","https://www.proquest.com/docview/2480866447?accountid=12870&bdid=83737&_bd=kyrPWMDlpBKVpJbE9HLkFWzEFXY%3D","https://doi.org/10.1109/ACCESS.2021.3051872"
"Time series modelling, NARX neural network and hybrid KPCA–SVR approach to forecast the foreign exchange market in Mauritius","","Lydie Myriam Marcelle Amelot; Agathee, Ushad Subadar; Sunecher, Yuvraj","African Journal of Economic and Management Studies","Scholarly Journals","","12","1","2021-01-01","2021","18","54","18-54","20400705","","","ENG","PurposeThis study constructs time series model, artificial neural networks (ANNs) and statistical topologies to examine the volatility and forecast foreign exchange rates. The Mauritian forex market has been utilized as a case study, and daily data for nominal spot rate (during a time period of five years spanning from 2014 to 2018) for EUR/MUR, GBP/MUR, CAD/MUR and AUD/MUR have been applied for the predictions.Design/methodology/approachAutoregressive integrated moving average (ARIMA) and generalized autoregressive conditional heteroskedasticity (GARCH) models are used as a basis for time series modelling for the analysis, along with the non-linear autoregressive network with exogenous inputs (NARX) neural network backpropagation algorithm utilizing different training functions, namely, Levenberg–Marquardt (LM), Bayesian regularization and scaled conjugate gradient (SCG) algorithms. The study also features a hybrid kernel principal component analysis (KPCA) using the support vector regression (SVR) algorithm as an additional statistical tool to conduct financial market forecasting modelling. Mean squared error (MSE) and root mean square error (RMSE) are employed as indicators for the performance of the models.FindingsThe results demonstrated that the GARCH model performed better in terms of volatility clustering and prediction compared to the ARIMA model. On the other hand, the NARX model indicated that LM and Bayesian regularization training algorithms are the most appropriate method of forecasting the different currency exchange rates as the MSE and RMSE seemed to be the lowest error compared to the other training functions. Meanwhile, the results reported that NARX and KPCA–SVR topologies outperformed the linear time series models due to the theory based on the structural risk minimization principle. Finally, the comparison between the NARX model and KPCA–SVR illustrated that the NARX model outperformed the statistical prediction model. Overall, the study deduced that the NARX topology achieves better prediction performance results compared to time series and statistical parameters.Research limitations/implicationsThe foreign exchange market is considered to be instable owing to uncertainties in the economic environment of any country and thus, accurate forecasting of foreign exchange rates is crucial for any foreign exchange activity. The study has an important economic implication as it will help researchers, investors, traders, speculators and financial analysts, users of financial news in banking and financial institutions, money changers, non-banking financial companies and stock exchange institutions in Mauritius to take investment decisions in terms of international portfolios. Moreover, currency rates instability might raise transaction costs and diminish the returns in terms of international trade. Exchange rate volatility raises the need to implement a highly organized risk management measures so as to disclose future trend and movement of the foreign currencies which could act as an essential guidance for foreign exchange participants. By this way, they will be more alert before conducting any forex transactions including hedging, asset pricing or any speculation activity, take corrective actions, thus preventing them from making any potential losses in the future and gain more profit.Originality/valueThis is one of the first studies applying artificial intelligence (AI) while making use of time series modelling, the NARX neural network backpropagation algorithm and hybrid KPCA–SVR to predict forex using multiple currencies in the foreign exchange market in Mauritius.","https://www.proquest.com/docview/2534608615?accountid=12870&bdid=83737&_bd=gew7ovIrEnzUgzUv226uDuMOzsc%3D","https://doi.org/10.1108/AJEMS-04-2019-0161"
"A Hybrid Model Using PCA and BP Neural Network for Time Series Prediction in Chinese Stock Market with TOPSIS Analysis","","Hang, Lei; Liu, Dandan; Xie, Fusheng","Scientific Programming","Scholarly Journals","","2023","","2023-01-01","2023","","","","1058-9244","1875-919X","","ENG","The stock price changes rapidly and is highly nonlinear in the financial market. One of the common concerns of many scholars and investors is how to accurately predict the stock price and the trend of rising and falling in a short time. Machine learning and deep learning techniques have found their place in financial institutions thanks to the ability of time series data prediction with high precision. However, the prediction accuracy of these models is still far from satisfactory. Most existing studies use original, single prediction algorithms that cannot overcome inherent limitations. This study proposes a hybrid model using principal component analysis (PCA) and backpropagation (BP) neural networks. The historical records of China Merchants Bank are used for data collection from 2015 to 2021. PCA preprocesses the original data to reduce the dimensionality and is then adopted by the BP neural network to predict the stock closing price of China Merchants Bank. We compare and analyze the PCA–BP model with three training algorithms, and the results indicate that the Bayesian regularization algorithm performs best. Besides, we perform the stock prediction using a traditional exponential smoothing approach. The experiment results show that the predicted stock closing price is close to the actual value, and the mean absolute percentage error can reach 0.0130, which is more significant than the traditional approach. Furthermore, A TOPSIS approach is utilized to evaluate the robustness of the proposed model. Finally, we demonstrate the usability of the designed hybrid model by predicting the stock price of another selected stock.","https://www.proquest.com/docview/2834810573?accountid=12870&bdid=83737&_bd=Fj%2FWbWk6QZmTqGYoqgxJmMLasFw%3D","https://doi.org/10.1155/2023/9963940"
"Predicting stock price of construction companies using weighted ensemble learning","","Song, Xinyuan","Heliyon","Undefined","","10","11","2024-06-15","Jun 15, 2024","e31604","","e31604","2405-8440","2405-8440","","ENG","Modeling the behavior of stock price data has always been one of the challenging applications of Artificial Intelligence (AI) and Machine Learning (ML) due to its high complexity and dependence on various conditions. Recent studies show that this will be difficult to do with just one learning model. The problem can be more complex for companies in the construction sector, due to the dependency of their behavior on more conditions. This study aims to provide a hybrid model for improving the accuracy of prediction for the stock price index of companies in the construction section. The contribution of this paper can be considered as follows: First, a combination of several prediction models is used to predict stock prices so that learning models can cover each other's errors. In this research, an ensemble model based on Artificial Neural Network (ANN), Gaussian Process Regression (GPR), and Classification and Regression Tree (CART) is presented for predicting the stock price index. Second, the optimization technique is used to determine the effect of each learning model on the prediction result. For this purpose, first, all three mentioned algorithms process the data simultaneously and perform the prediction operation. Then, using the Cuckoo Search (CS) algorithm, the output weight of each algorithm is determined as a coefficient. Finally, using the ensemble technique, these results are combined and the final output is generated through weighted averaging on optimal coefficients. The proposed system was implemented, and its efficiency was evaluated by real stock data of construction companies. The results showed that using CS optimization in the proposed ensemble system is highly effective in reducing prediction error. According to the results, the proposed system can predict the price index with an average accuracy of 96.6 %, which shows a reduction of at least 2.4 % in prediction error compared to the previous methods. Comparing the evaluation results of the proposed system with similar algorithms indicates that our model is more accurate and can be useful for predicting the stock price index in real-world scenarios.Modeling the behavior of stock price data has always been one of the challenging applications of Artificial Intelligence (AI) and Machine Learning (ML) due to its high complexity and dependence on various conditions. Recent studies show that this will be difficult to do with just one learning model. The problem can be more complex for companies in the construction sector, due to the dependency of their behavior on more conditions. This study aims to provide a hybrid model for improving the accuracy of prediction for the stock price index of companies in the construction section. The contribution of this paper can be considered as follows: First, a combination of several prediction models is used to predict stock prices so that learning models can cover each other's errors. In this research, an ensemble model based on Artificial Neural Network (ANN), Gaussian Process Regression (GPR), and Classification and Regression Tree (CART) is presented for predicting the stock price index. Second, the optimization technique is used to determine the effect of each learning model on the prediction result. For this purpose, first, all three mentioned algorithms process the data simultaneously and perform the prediction operation. Then, using the Cuckoo Search (CS) algorithm, the output weight of each algorithm is determined as a coefficient. Finally, using the ensemble technique, these results are combined and the final output is generated through weighted averaging on optimal coefficients. The proposed system was implemented, and its efficiency was evaluated by real stock data of construction companies. The results showed that using CS optimization in the proposed ensemble system is highly effective in reducing prediction error. According to the results, the proposed system can predict the price index with an average accuracy of 96.6 %, which shows a reduction of at least 2.4 % in prediction error compared to the previous methods. Comparing the evaluation results of the proposed system with similar algorithms indicates that our model is more accurate and can be useful for predicting the stock price index in real-world scenarios.","https://www.proquest.com/docview/3067915731?accountid=12870&bdid=83737&_bd=HQ%2B3LBT5o5MevmoP%2BSQjIrVgntQ%3D","https://doi.org/10.1016/j.heliyon.2024.e31604"
"A Machine Learning Model for Healthcare Stocks Forecasting in the US Stock Market during COVID-19 Period","","Jariyapan, Prapatchon; Singvejsakul, Jittima; Chaiboonsri, Chukiat","Journal of Physics: Conference Series","Scholarly Journals","","2287","1","2022-06-01","Jun 2022","012018","","","17426588","","","ENG","This paper study the nowcasting and forecasting for the healthcare stock price in the united states during the Covid-19 period including the google trend data information. The data is collected in monthly data from 2015 to 2020 which are five interested stock price indexes in the healthcare sector. Empirically, the finding reveals that the Bayesian structural time series analysis can be used to investigate the stock price indexes with the google trend data is becoming useful for the prediction in term of current movement. In term of the machine learning algorithms, the unsupervised learning k-Mean algorithm is employed to cluster the cycle regimes of the stock market which provided three regimes such as Bull market, Sideways and Bear market. There are twenty-nine months stand for bull market, thirty-seven months are predictively provided sideways market and five months are referred as the bear market. Additionally, the supervised learning algorithms by using the Linear Discriminant Analysis (LDA), k-Nearest Neighbors (kNN) and Support vector machine (SVM) are used to investigate the cycle regimes of healthcare stock in next five year. The results indicated that LDA is chosen by the highest coefficient validation which represented the the regimes of stock in the healcare sector of the unites states of America will stay on the sideways periods in the next five years. Thus, the finding in this paper can be the useful information for investor to manage their portfolio especially, in healthcare sector during the Covid-19 period.","https://www.proquest.com/docview/2684604819?accountid=12870&bdid=83737&_bd=iG8QBKfdmMNk882jwJ2x643LPJo%3D","https://doi.org/10.1088/1742-6596/2287/1/012018"
"Bayesian Aggregation Improves Traditional Single-Image Crop Classification Approaches","","Matvienko, Ivan; Gasanov, Mikhail; Gasanov, Mikhail; Petrovskaia, Anna; Kuznetsov, Maxim; Raghavendra, Jana; Pukalchik, Maria; Oseledets, Ivan","Sensors","Scholarly Journals","","22","22","2022-01-01","2022","8600","","","14248220","","","ENG","Accurate information about growing crops allows for regulating the internal stocks of agricultural products and drawing strategies for negotiating agricultural commodities on financial markets. Machine learning methods are widely implemented for crop type recognition and classification based on satellite images. However, field classification is complicated by class imbalance and aggregation of pixel-wise into field-wise forecasting. We propose here a Bayesian methodology for the aggregation of classification results. We report the comparison of class balancing techniques. We also report the comparison of classical machine learning methods and the U-Net convolutional neural network for classifying crops using a single satellite image. The best result for single-satellite-image crop classification was achieved with an overall accuracy of 77.4% and a Macro F1-score of 0.66. Bayesian aggregation for field-wise classification improved the result obtained using majority voting aggregation by 1.5%. We demonstrate here that the Bayesian aggregation approach outperforms the majority voting and averaging strategy in overall accuracy for the single-image crop classification task.","https://www.proquest.com/docview/2739457293?accountid=12870&bdid=83737&_bd=VDALSs7M%2BJmB%2FSnKt1uEuU4TY1k%3D","https://doi.org/10.3390/s22228600"
"Predicting Market Impact Costs Using Nonparametric Machine Learning Models","","Park, Saerom; Lee, Jaewook; Son, Youngdoo","PLoS One","Scholarly Journals","","11","2","2016-02-01","Feb 2016","e0150243","","","19326203","","","ENG","Market impact cost is the most significant portion of implicit transaction costs that can reduce the overall transaction cost, although it cannot be measured directly. In this paper, we employed the state-of-the-art nonparametric machine learning models: neural networks, Bayesian neural network, Gaussian process, and support vector regression, to predict market impact cost accurately and to provide the predictive model that is versatile in the number of variables. We collected a large amount of real single transaction data of US stock market from Bloomberg Terminal and generated three independent input variables. As a result, most nonparametric machine learning models outperformed a-state-of-the-art benchmark parametric model such as I-star model in four error measures. Although these models encounter certain difficulties in separating the permanent and temporary cost directly, nonparametric machine learning models can be good alternatives in reducing transaction costs by considerably improving in prediction performance.","https://www.proquest.com/docview/1768879472?accountid=12870&bdid=83737&_bd=MSFRrCVUga7Nx6tzQc4scMOsRXs%3D","https://doi.org/10.1371/journal.pone.0150243"
"Machine Learning Predictions of Housing Market Synchronization across US States: The Role of Uncertainty","","Gupta Rangan; Marfatia, Hardik A; Pierdzioch, Christian; Salisu, Afees A","Journal of Real Estate Finance and Economics","Scholarly Journals","","64","4","2022-05-01","May 2022","523","545","523-545","08955638","","","ENG","We analyze the role of macroeconomic uncertainty in predicting synchronization in housing price movements across all the United States (US) states plus District of Columbia (DC). We first use a Bayesian dynamic factor model to decompose the house price movements into a national, four regional (Northeast, South, Midwest, and West), and state-specific factors. We then study the ability of macroeconomic uncertainty in forecasting the comovements in housing prices, by controlling for a wide-array of predictors, such as factors derived from a large macroeconomic dataset, oil shocks, and financial market-related uncertainties. To accommodate for multiple predictors and nonlinearities, we take a machine learning approach of random forests. Our results provide strong evidence of forecastability of the national house price factor based on the information content of macroeconomic uncertainties over and above the other predictors. This result also carries over, albeit by a varying degree, to the factors associated with the four census regions, and the overall house price growth of the US economy. Moreover, macroeconomic uncertainty is found to have predictive content for (stochastic) volatility of the national factor and aggregate US house price. Our results have important implications for policymakers and investors.","https://www.proquest.com/docview/2645694887?accountid=12870&bdid=83737&_bd=q7cyTGqfqw1M%2FtG0Kd1d2Sp9GVM%3D","https://doi.org/10.1007/s11146-020-09813-1"
"DeepVaR: a framework for portfolio risk assessment leveraging probabilistic deep neural networks.","","Fatouros, Georgios; Makridis, Georgios; Kotios, Dimitrios; Soldatos, John; Filippakis, Michael; Kyriazis, Dimosthenis","Digital finance","Undefined","","5","1","2023-01-01","2023","29","56","29-56","","2524-6186","","ENG","Determining and minimizing risk exposure pose one of the biggest challenges in the financial industry as an environment with multiple factors that affect (non-)identified risks and the corresponding decisions. Various estimation metrics are utilized towards robust and efficient risk management frameworks, with the most prevalent among them being the Value at Risk (VaR). VaR is a valuable risk-assessment approach, which offers traders, investors, and financial institutions information regarding risk estimations and potential investment insights. VaR has been adopted by the financial industry for decades, but the generated predictions lack efficiency in times of economic turmoil such as the 2008 global financial crisis and the COVID-19 pandemic, which in turn affects the respective decisions. To address this challenge, a variety of well-established variations of VaR models are exploited by the financial community, including data-driven and data analytics models. In this context, this paper introduces a probabilistic deep learning approach, leveraging time-series forecasting techniques with high potential of monitoring the risk of a given portfolio in a quite efficient way. The proposed approach has been evaluated and compared to the most prominent methods of VaR calculation, yielding promising results for VaR 99% for forex-based portfolios.Supplementary InformationThe online version contains supplementary material available at 10.1007/s42521-022-00050-0.","https://www.proquest.com/docview/2652029743?accountid=12870&bdid=83737&_bd=gQyM%2FKXyrHG5SJPb2aWxCcUi5MY%3D","https://doi.org/10.1007/s42521-022-00050-0"
"Forecasting State Tax Revenues, Recessions and Their Uncertainties Using Mixed-Frequency Data, Model Averaging, Bootstrap, ROC Analysis and Machine Learning","","Yang, Cheng","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2020-01-01","2020","","","","","","9798664751994","ENG","In recent years models with mixed frequency have been extensively used to forecast low-frequency variables such as GDP and inflation, but we are one of the first to use this framework in state government revenue forecasting. New York State had a record of passing late budgets before. In order to facilitate budget negotiations, which often center on forecasts, we develop a Mixed-Data Sampling (MIDAS) model for revenue forecasting using jagged edge data sets in the first chapter. We forecast yearly tax revenues using monthly data on tax receipts and also two dynamic factors extracted from a set of selected monthly and quarterly indicators specific to the New York State and the U.S. economy separately. These three models are combined with optimal weights to generate monthly multi-period forecasts. The weights of the two dynamic factors are high at horizons more than 11 months, after which the monthly tax revenue variable picks up in its contribution as uncertainty is resolved. By combining we gain forecast efficiency at all horizons. Our sample covers fiscal years 1986–2020; and data till FY 2007 is used in estimation to generate and evaluate out-of-sample forecasts over FY 2008–2020. To coincide with the budget process, our forecasts start 18 months, and are continuously updated monthly till the end of the fiscal year. Our model allows for identification of reasons for forecast revisions as new information arrives on a monthly basis in a transparent manner. We document significant gains in forecast accuracy. The relative gain in forecasting efficiency is particularly significant during the cyclical downturns, including COVID-19 in 2020. Counterfactual analysis is implemented to study the marginal contribution of data at each horizon. We estimate the variances of combined out-of-sample forecasts with blocking-based residual bootstrap methodology. With the variance estimates, we provide fan charts for each fixed target fiscal year showing the underlying forecast uncertainty.In the second chapter, we study the role of the components of Conference Board Leading Economic Indicator (LEI). LEI has ten monthly variables. Out of the ten variables, S&P 500 stock price index, Initial Claims and Interest Rate Spread can be observed at frequencies higher than monthly. We explore if there are further improvements when the three variables are used in terms of higher frequencies. In our analysis, MIDAS regression is integrated with probit model (Probit-MIDAS). We find data at higher frequencies can perform at least as well as data at monthly frequency. Even if forecasts from high-frequency data do not outperform their monthly counterparts significantly, the high-frequency data still have timing advantages at some particular horizons as the recession forecasts are updated daily or weekly. Finally, we also find efficiency gain from the probability forecast combination in terms of receiver operating characteristic (ROC) curves.Even though many studies have established the existence of structural breaks and declining predictability in the relationship between GDP growth and yield spreads, business analysts continue to watch for the inversion of the spread as a leading indicator for recessions. In the third chapter, we reestablish the enduring power of spread to forecast recessions, notwithstanding the temporal instabilities. We use daily data on 10-year minus 3-month Treasury rates and other spreads to find the threshold value that produces the highest discriminatory power as measured by the ROC curve, and its functionals such as the hit rate, false alarm rate, area under the curve (AUC), and the Youden's index. Based on data from January 2, 1962 to July 16, 2020, we find that the threshold value has slowly drifted upwards from zero since the recessions of 1980, and was at 0.89% for 12-month-ahead forecasts as the recession of 2020 approached. Once the threshold is adjusted to its optimal value recursively in real time, the type I and II errors associated with each 10-month ahead forecasts for the six recent recessions remained unchanged around 80% hit rate accompanied by a false alarm rate of 20%. To account for the sampling variability, we use a circular block bootstrap procedure to construct the confidence intervals for these statistics. We also studied a modified interest rate spread where the 10-year rate was replaced by its near-term historical minimum value (Iqbal et al. 2019). It produced slightly better ROC curves, but the qualitative results remained the same.In the fourth chapter, we forecast New York State tax revenues with mixed-frequency data using newly evolving machine learning techniques. We experiment different options such as boosting, LASSO, sparse-group LASSO and a few other options. State tax revenues can be affected by recession, which is a rare event without large size of data for training. Thus we suggest boosting with restricted lags of macro variables as our final model. The role of monthly or quarterly data releases in annual state tax revenues is discussed by studying variables/lags selected by boosting. Forecast after COVID-19 in 2020 shows a negative tax revenue growth in the next fiscal year.","https://www.proquest.com/docview/2444888413?accountid=12870&bdid=83737&_bd=VXEXYruGxYwKswhp7zrV6h2ruC8%3D",""
"Forecasting Stock Market Indices using Machine Learning Algorithms","","Žmuk, Berislav; Jošić, Hrvoje","Interdisciplinary Description of Complex Systems","Scholarly Journals","","18","4","2020-01-01","2020","471","","471-489","13344684","","","ENG","In recent years machine learning algorithms have become a very popular tool for analysing financial data and forecasting stock prices. The goal of this article is to forecast five major stock market indexes (DAX, Dow Jones, NASDAQ, Nikkei 225 and S&P 500) using machine learning algorithms (Linear regression, Gaussian Processes, SMOreg and neural network Multilayer Perceptron) on historical data covering the period February 1, 2010, to January 31, 2020. The forecasts were made by using historical data in different base period lengths and forecasting horizons. The precision of machine learning algorithms was evaluated with the help of error metrics. The results of the analysis have shown that machine learning algorithms achieved highly accurate forecasting performance. The overall precision of all algorithms was better for shorter base period lengths and forecast horizons. The results obtained from this analysis could help investors in determining their optimal investment strategy. Stock price prediction remains, however, one of the most complex issues in the field of finance.","https://www.proquest.com/docview/2465700149?accountid=12870&bdid=83737&_bd=PjD3wERtBOeicuXbOLkeHoaauxg%3D","https://doi.org/10.7906/indecs.18.4.7"
"The Influence of Cognitive Biases and Financial Factors on Forecast Accuracy of Analysts.","","Nardi, Paula Carolina Ciampaglia; Ribeiro, Evandro Marcos Saidel; Bueno, José Lino Oliveira; Aggarwal, Ishani","Frontiers in psychology","Undefined","","12","","2021-01-01","2021","773894","773894","773894","1664-1078","1664-1078","","ENG","The objective of this study was to jointly analyze the importance of cognitive and financial factors in the accuracy of profit forecasting by analysts. Data from publicly traded Brazilian companies in 2019 were obtained. We used text analysis to assess the cognitive biases from the qualitative reports of analysts. Further, we analyzed the data using statistical regression learning methods and statistical classification learning methods, such as Multiple Linear Regression (MRL), k-dependence Bayesian (k-DB), and Random Forest (RF). The Bayesian inference and classification methods allow an expansion of the research line, especially in the area of machine learning, which can benefit from the examples of factors addressed in this research. The results indicated that, among cognitive biases, optimism had a negative relationship with forecasting accuracy while anchoring bias had a positive relationship. Commonality, to a lesser extent, also had a positive relationship with the analyst's accuracy. Among financial factors, the most important aspects in the accuracy of analysts were volatility, indebtedness, and profitability. Age of the company, fair value, American Depositary Receipts (ADRs), performance, and loss were still important but on a smaller scale. The results of the RF models showed a greater explanatory power. This research sheds light on the cognitive as well as financial aspects that influence the analyst's accuracy, jointly using text analysis and machine learning methods, capable of improving the explanatory power of predictive models, together with the use of training models followed by testing.","https://www.proquest.com/docview/2622278828?accountid=12870&bdid=83737&_bd=BYYviO7ia5tVVWKqJBVvEH605sE%3D","https://doi.org/10.3389/fpsyg.2021.773894"
