ID,Title,Abstract,DOI,Keywords,Origin,Summary,Financial instrument?,Instrument,AI?,Probabilistic?,Decision,Date,Reviewer
WOS:001286763200095,PMANet: a time series forecasting model for Chinese stock price prediction,"Forecasting stock movements is a crucial research endeavor in finance, aiding traders in making informed decisions for enhanced profitability. Utilizing actual stock prices and correlating factors from the Wind platform presents a potent yet intricate forecasting approach. While previous methodologies have explored this avenue, they encounter challenges including limited comprehension of interrelations among stock data elements, diminished accuracy in extensive series, and struggles with anomaly points. This paper introduces an advanced hybrid model for stock price prediction, termed PMANet. PMANet is founded on Multi-scale Timing Feature Attention, amalgamating Multi-scale Timing Feature Convolution and Ant Particle Swarm Optimization. The model elevates the understanding of dependencies and interrelations within stock data sequences through Probabilistic Positional Attention. Furthermore, the Encoder incorporates Multi-scale Timing Feature Convolution, augmenting the model's capacity to discern multi-scale and significant features while adeptly managing lengthy input sequences. Additionally, the model's proficiency in addressing anomaly points in stock sequences is enhanced by substituting the optimizer with Ant Particle Swarm Optimization. To ascertain the model's efficacy and applicability, we conducted an empirical study using stocks from four pivotal industries in China. The experimental outcomes demonstrate that PMANet is both feasible and versatile in its predictive capability, yielding forecasts closely aligned with actual values, thereby fulfilling application requirements more effectively.",10.1038/s41598-024-69303-9,Stock price prediction; Informer; Deep learning; Time series forecasting model,WOS,"Introduces PMANet, a multi-scale timing feature attention-based neural network optimized with ant particle swarm optimization, for accurately forecasting Chinese stock prices across key industries.",✔️,Chinese Stock Prices,✔️,❌,y,2024-09-24T13:40:57.686885,Tord
WOS:001260917700002,PROPOSED BAYESIAN OPTIMIZATION BASED LSTM-CNN MODEL FOR STOCK TREND PREDICTION,"Stock prediction is prominent in the field of Artificial Intelligence. Stock prediction problems are handled either as a regression or classification task. Studies in the literature have also shown success for hybrid learning to stock prediction. But little attention is paid to finding out the effect of spatial feature extraction/distortion over the temporal effect of the deep neural network and vice versa for the problem under study. The paper, therefore, proposes a hybrid long shortterm memory (LSTM) network over a convolutional neural network (CNN) called LSTM-CNN as against the popular CNN-LSTM model. The daily price movement of the S & P 500 index data is utilized. A sliding window technique is considered to obtain a balanced data of 20 -days window data from the S & P 500. The proposed stock prediction model is investigated further for an optimal set of hyperparameters using the Bayesian optimization (Bo) technique. In addition, the proposed model is compared with optimized CNN, LSTM, and CNN-LTSM models. The optimized LSTM-CNN model is found to outperform the other models with accuracy, precision, and recall values of 0.9741, 0.9684, and 0.9800, respectively. The proposed model is established to provide a better stock trend prediction.",10.31577/cai_2024_1_38,Stock management; hybrid learning; deep learning; optimization; pre- diction,WOS,"The paper introduces a Bayesian optimization-enhanced LSTM-CNN hybrid model for predicting stock trends, demonstrating superior performance on S&P 500 data.",✔️,S&P 500 index,✔️,❌,y,2024-09-25T12:40:14.041057,Grude
10.1371/journal.pone.0308488,Period-aggregated transformer for learning latent seasonalities in long-horizon financial time series,"Fluctuations in the financial market are influenced by various driving forces and numerous factors. Traditional financial research aims to identify the factors influencing stock prices, and existing works construct a common neural network learning framework that learns temporal dependency using a fixed time window of historical information, such as RNN and LSTM models. However, these models only consider the short-term and point-to-point relationships within stock series. The financial market is a complex and dynamic system with many unobservable temporal patterns. Therefore, we propose an adaptive period-aggregation model called the Latent Period-Aggregated Stock Transformer (LPAST). The model integrates a variational autoencoder (VAE) with a period-to-period attention mechanism for multistep prediction in the financial time series. Additionally, we introduce a self-correlation learning method and routing mechanism to handle complex multi-period aggregations and information distribution. Main contributions include proposing a novel period-aggregation representation scheme, introducing a new attention mechanism, and validating the model’s superiority in long-horizon prediction tasks. The LPAST model demonstrates its potential and effectiveness in financial market prediction, highlighting its relevance in financial research and predictive analytics. © 2024 Tang et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",10.1371/journal.pone.0308488,,SCOPUS,"A period-aggregated transformer model is developed to learn latent seasonalities in long-horizon financial time series, demonstrating effectiveness in financial market prediction.",✔️,Financial Time Series,✔️,❌,y,2024-10-15T11:34:49.914534,Grude
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301,Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,"Portfolio selection aims to manage the allocation of wealth among different assets, which remains to be a fundamental and challenging financial task. Markowitz's mean-variance analysis is one of the most well-known and widely adopted techniques for this problem. However, it requires accurate estimations of both the mean and variance of the return, while predicting the variance is particularly difficult. In this article, we propose a novel portfolio selection strategy based on a graph-aware Gaussian process model equipped with generalized Gaussian distribution (GGD) likelihood. Our method unleashes the potential of mean-variance analysis by exploiting the Gaussian process model's ability in capturing uncertainty, and the graph information is also incorporated so that correlation among different assets can be utilized. We notice that most existing financial models assume the returns follow the log-normal distribution, whereas we observe that it cannot perfectly explain real-world market data. Based on this discovery, we introduce the GGD as the likelihood function. We further improve our method by proposing a passive variant to address transaction fees, and designing the mean function of the Gaussian process with the mean reversion principle. Thorough experiments were performed on synthetic and real-world financial datasets to verify the effectiveness of our method.",10.1109/tai.2023.3262456,Portfolios;Gaussian processes;Task analysis;Machine learning;Gaussian distribution;Uncertainty;Data models;Artificial intelligence in finance;Bayesian learning;statistical inference,IEEE,"Proposes a graph-aware Gaussian process model with generalized Gaussian likelihood for portfolio selection, effectively capturing uncertainty and asset correlations.",✔️,portfolio,✔️,✔️,y,2024-10-15T11:50:20.251396,Sivert
WOS:001045509800001,Portfolio optimization using predictive auxiliary classifier generative adversarial networks,"In financial engineering, portfolio optimization has been of consistent interest. Portfolio optimization is a process of modulating asset distributions to maximize expected returns and minimize risks. Despite numerous studies on shallow learning models, they have shown limited success in analyzing the complex nature of massive stock data, a task where recent deep learning models excel. However, the deterministic nature of conventional deep learning models impedes their consideration of portfolio risk due to an inherent lack of uncertainty quantification in their predictions. This paper proposes a novel portfolio weighting strategy, incorporating both risk and return considerations within a deep learning framework. We propose the Predictive Auxiliary Classifier Generative Adversarial Networks (PredACGAN), a probabilistic deep learning model, to measure prediction uncertainty. The PredACGAN generator leverages latent vectors and historical stock prices to predict future returns. The model synthesizes predictive distributions from various latent vectors and past prices. The associated risk is produced via the entropy of these distributions, facilitating portfolio optimization through both return and risk considerations. The proposed algorithm removes high-risk assets from the investment universe at rebalancing moments, enabling PredACGAN to optimize portfolios considering both return and risk. We evaluated PredACGAN and the accompanying algorithm with S & P 500 stocks from 1990 to 2020, with portfolios rebalanced monthly based on PredACGAN predictions and risk measures. The PredACGAN portfolios yielded 9.123% annual returns and a 1.054 Sharpe ratio, outperforming a risk-agnostic portfolio yielding 1.024% annual returns and a 0.236 Sharpe ratio. The PredACGAN portfolio also exhibited lower maximum drawdowns, highlighting its effectiveness.",10.1016/j.engappai.2023.106739,Portfolio optimization; Uncertainty; Generative adversarial network; Deep learning; Risk estimation,WOS,"Proposes PredACGAN, a probabilistic deep learning model using GANs for portfolio optimization considering both return and risk, outperforming risk-agnostic portfolios in S&P500.",✔️,S&P500 Stocks,✔️,✔️,y,2024-09-25T12:51:30.640286,Tord
WOS:000407472100007,Practical Bayesian support vector regression for financial time series prediction and market condition change detection,"Support vector regression (SVR) has long been proven to be a successful tool to predict financial time series. The core idea of this study is to outline an automated framework for achieving a faster and easier parameter selection process, and at the same time, generating useful prediction uncertainty estimates in order to effectively tackle flexible real-world financial time series prediction problems. A Bayesian approach to SVR is discussed, and implemented. It is found that the direct implementation of the probabilistic framework of Gao et al. returns unsatisfactory results in our experiments. A novel enhancement is proposed by adding a new kernel scaling parameter mu to overcome the difficulties encountered. In addition, the multi-armed bandit Bayesian optimization technique is applied to automate the parameter selection process. Our framework is then tested on financial time series of various asset classes (i.e. equity index, credit default swaps spread, bond yields, and commodity futures) to ensure its flexibility. It is shown that the generalization performance of this parameter selection process can reach or sometimes surpass the computationally expensive cross-validation procedure. An adaptive calibration process is also described to allow practical use of the prediction uncertainty estimates to assess the quality of predictions. It is shown that the machine-learning approach discussed in this study can be developed as a very useful pricing tool, and potentially a market condition change detector. A further extension is possible by taking the prediction uncertainties into consideration when building a financial portfolio.",10.1080/14697688.2016.1267868,Support vector machines regression; Kernel scaling; Machine learning; Bayesian inference; Multi-armed bandit Bayesian optimization; Gaussian process; C44; C45; C61,WOS,"This study develops a Bayesian support vector regression framework for financial time series prediction and market condition detection, providing prediction uncertainty estimates and automated parameter selection.",✔️,"Equity index, credit default swaps spread, bond yields, commodity futures",✔️,✔️,y,2024-09-25T13:30:32.938599,Grude
WOS:000737351200001,Predicting Volatility Index According to Technical Index and Economic Indicators on the Basis of Deep Learning Algorithm,"The Volatility Index (VIX) is a real-time index that has been used as the first measure to quantify market expectations for volatility, which affects the financial market as a main actor of the overall economy that is sensitive to the environmental and social aspects of investors and companies. The VIX is calculated using option prices for the S&P 500 Index (SPX) and is expressed as a percentage. Taking into account that VIX only shows the implicit volatility of the S&P 500 for the next 30 days, the authors develop a model for a near-optimal state trying to avoid uncertainty and insufficient accuracy. The researchers are trying to make a contribution to the theory of socially responsible portfolio management. The developed approach allows potential investments to make decisions regarding such important topics as ethical investing, performance analysis, as well as sustainable investment strategies. The approach of this research allows to use deep probabilistic convolutional neural networks based on conditional variance as a linear function of errors with the aim of estimating and predicting the VIX. For this purpose, the use of technical indicators and economic indexes such as Chicago Board Options Exchange (CBOE) VIX and S&P 500 is considered. The results of estimating and predicting the VIX with the proposed method indicate high precision and create a certainty in modeling to achieve the goals.",10.3390/su132414011,sustainable financial markets; volatility index; deep neural network; convolution of probability,WOS,"A deep probabilistic convolutional neural network model is developed to predict the Volatility Index (VIX) using technical and economic indicators, achieving high prediction precision.",✔️,Volatility Index (VIX),✔️,✔️,y,2024-10-15T11:42:33.200161,Sivert
2-s2.0-85073325015,Predicting a stock portfolio with the multivariate bayesian structural time series model: Do news or emotions matter?,"In this paper, we provide methods for creatively incorporating information from financial news and Twitter feeds into predicting the prices of a portfolio of stocks, using the framework of the Multivariate Bayesian Structural Time Series (MBSTS) model. MBSTS is a Bayesian machine learning model designed to capture correlations among multiple target time series, while using a number of contemporaneous predictors. As an illustration of the current model, we use data on two leading online commerce companies, namely Amazon and eBay, and run extensive empirical experiments to examine which if any, text mining predictors would add to the predictability of a stock price. Evaluation of competing models such as the autoregressive integrated moving average (ARIMA) model, and the recurrent neural network (RNN) model with long short term memory (LSTM), in terms of their performances with respect to cumulative one-step-ahead forecast errors with and without sentimental predictors, were carried out. Our contributions are threefold: Firstly, our model is the first one that successfully incorporated the online text mining to an advanced multivariate Bayesian machine learning time series model, which opens the door of applying both text mining and machine learning simultaneously in modern quantitative finance research; Secondly, under the presence of both modern and classical predictors in both fundamental and technical sense, the polarity of news still adds on a complementary effect; Thirdly, we discover that all models under investigation with sentimental predictors do outperform models without these sentimental predictors, and the MBSTS model with sentimental predictors outperforms all the other models. © 2019 [International Journal of Artificial Intelligence].",,Feature Selection; Sentiment Analysis; Text Mining; Time Series Forecast,SCOPUS,"The paper integrates text mining from financial news and Twitter into a Multivariate Bayesian Structural Time Series model to predict stock portfolio prices, outperforming traditional ARIMA and RNN models.",✔️,Stock,✔️,✔️,y,2024-11-01T14:40:29.120978,Tord
10.1080/24751839.2023.2250113,Prediction of Ethereum gas prices using DeepAR and probabilistic forecasting,"Ethereum is a major public blockchain. Besides being the second-largest digital currency by market capitalization for its cryptocurrency, the Ether (Ξ), it is also the foundation of Web3 and decentralized applications, or DApps, that are fuelled by Smart Contracts. At the time of this writing, Ethereum still uses Proof of Work (PoW) consensus algorithm to ensure the integrity of the blockchain and to prevent double spend. PoW requires the participation of miners, who are incentivized to assemble blocks of transactions by being rewarded with cryptocurrency paid by transaction originators and by the blockchain network itself via newly minted Ξ. Network fees for transaction submissions are called gas, by analogy to the fuel used by cars, and are negotiable. They are also highly volatile and hence it is critical to predict the direction they are heading into, so that one can time transaction submissions, when feasible. There have been several efforts to predict gas prices, including usage of large Mempools, analysis of committed blocks, and more recent ones using Facebook's Prophet model [Taylor, S. J., & Letham, B. (2017). Forecasting at scale. PeerJ Preprints, 5, e3190v2. https://doi.org/10.7287/peerj.preprints.3190v2]. In this study, we introduce an innovative approach that employs the DeepAR [Salinas, D., Flunkert, V., Gasthaus, J., & Januschowski, T. (2020). Deepar: Probabilistic forecasting with autoregressive recurrent networks. International Journal of Forecasting, 36(3), 1181–1191. https://doi.org/10.1016/j.ijforecast.2019.07.001] model, known for its superior forecasting accuracy over conventional methods by virtue of its ability to learn from multiple related time series. This methodology not only offers immediate advantages but also holds promise for ongoing enhancements. We substantiate our claims through empirical testing, utilizing data extracts from the Ethereum blockchain and cryptocurrency price feeds. This document is an extended version of our ICCS 2022 paper on the same topic. In this paper, we dive deeper into the internals of DeepAR forecasting algorithm [Salinas, D., Flunkert, V., Gasthaus, J., & Januschowski, T. (2020). Deepar: Probabilistic forecasting with autoregressive recurrent networks. International Journal of Forecasting, 36(3), 1181–1191. https://doi.org/10.1016/j.ijforecast.2019.07.001], analyse the correlation between the on-chain/off-chain sample data, and describe additional experiments that empirically prove our findings and, finally, perform a comparison of our outputs with those from the Prophet [Taylor, S. J., & Letham, B. (2017). Forecasting at scale. PeerJ Preprints, 5, e3190v2. https://doi.org/10.7287/peerj.preprints.3190v2] model. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",10.1080/24751839.2023.2250113,blockchain; DeepAR; Ethereum; gas price; machine learning; prediction; probabilistic forecasting; proof of work,SCOPUS,"Implements DeepAR, a probabilistic forecasting model, to predict Ethereum gas prices, demonstrating superior accuracy over traditional models like Prophet, aiding in optimal transaction timing.",✔️,Ethereum gas price,✔️,✔️,y,2024-09-24T15:37:06.904763,Tord
https://doi.org/10.1109/ICCPEIC.2014.6915414,Prediction of events based on Complex Event Processing and Probabilistic Fuzzy Logic,"This paper proposes a prediction system named as PECEP. PECEP is based on Complex Event Processing (CEP) and Probabilistic Fuzzy Logic (PFL). CEP is event processing that combines data from multiple sources to infer events or patterns that suggest more complicated circumstances. The main aim of CEP is to identify meaningful events such as opportunities or threats and respond to them as quickly as possible. A PFL is a type of logic that recognizes more than simple truth values. Fuzzy logic can be represented with degrees of truthfulness and falsehood. The event data are downloaded and updated dynamically from the online data source. PECEP consists of three steps namely Collection of Data Set, Feature Processing and Machine Learning. PECEP is validated using Esper in the stock market domain. A stock market or equity market is a public entity for the trading of company stock and derivatives at an agreed price. The output of the PECEP provides a guideline about the future price of stock. The performance of PECEP is compared with the existing system in terms of the four parameters- Accuracy, Error Rate Analysis, Processing Time and Throughput.",10.1109/iccpeic.2014.6915414,,Proquest,"Proposes PECEP, a prediction system using Complex Event Processing and Probabilistic Fuzzy Logic, applied to the stock market to guide future stock price predictions.",✔️,Stock Prices,✔️,✔️,y,2024-09-25T12:04:50.592057,Grude
WOS:000636288300001,Predictions of bitcoin prices through machine learning based frameworks,"The high volatility of an asset in financial markets is commonly seen as a negative factor. However short-term trades may entail high profits if traders open and close the correct positions. The high volatility of cryptocurrencies, and in particular of Bitcoin, is what made cryptocurrency trading so profitable in these last years. The main goal of this work is to compare several frameworks each other to predict the daily closing Bitcoin price, investigating those that provide the best performance, after a rigorous model selection by the so-called k-fold cross validation method. We evaluated the performance of one stage frameworks, based only on one machine learning technique, such as the Bayesian Neural Network, the Feed Forward and the Long Short Term Memory Neural Networks, and that of two stages frameworks formed by the neural networks just mentioned in cascade to Support Vector Regression. Results highlight higher performance of the two stages frameworks with respect to the correspondent one stage frameworks, but for the Bayesian Neural Network. The one stage framework based on Bayesian Neural Network has the highest performance and the order of magnitude of the mean absolute percentage error computed on the predicted price by this framework is in agreement with those reported in recent literature works.",10.7717/peerj-cs.413,Machine learning; Cryptocurrencies; Technical indicators; Bayesian neural network,WOS,"Compares machine learning frameworks, including Bayesian Neural Networks, FFNN, LSTM, with Bayesian optimization to predict Bitcoin prices, finding Bayesian Neural Networks best.",✔️,Bitcoin,✔️,❌,y,2024-09-25T10:47:01.019646,Tord
10.1007/s00521-024-10270-7,Predictions of steel price indices through machine learning for the regional northeast Chinese market,"Projections of commodity prices have long been a significant source of dependence for investors and the government. This study investigates the challenging topic of forecasting the daily regional steel price index in the northeast Chinese market from January 1, 2010, to April 15, 2021. The projection of this significant commodity price indication has not received enough attention in the literature. The forecasting model that is used is Gaussian process regressions, which are trained using a mix of cross-validation and Bayesian optimizations. The models that were built precisely predicted the price indices between January 8, 2019, and April 15, 2021, with an out-of-sample relative root mean square error of 0.5432%. Investors and government officials can use the established models to study pricing and make judgments. Forecasting results can help create comparable commodity price indices when reference data on the price trends suggested by these models are used. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2024.",10.1007/s00521-024-10270-7,Bayesian optimization; Cross-validation; Gaussian process regression; Regional steel price index; Time series forecast,SCOPUS,"Researchers employ Gaussian process regressions with cross-validation and Bayesian optimizations to predict the regional steel price index in Northeast China, achieving high forecasting accuracy.",✔️,Commodity (Steel),✔️,✔️,y,2024-09-25T12:31:51.273152,Tord
10.17586/2226-1494-2023-23-1-105-111,Probabilistic criteria for time-series predictability estimation,"Assessing the time series predictability is necessary for forecasting models validating, for classifying series to optimize the choice of the model and its parameters, and for analyzing the results. The difficulties in assessing predictability occur due to large heteroscedasticity of errors obtained when predicting several series of different nature and characteristics. In this work, the internal predictability of predictive modeling objects is investigated. Using the example of time series forecasting, we explore the possibility of quantifying internal predictability in terms of the probability (frequency) of obtaining a forecast with an error greater than some certain level. We also try to determine the relationship of such a measure with the characteristics of the time series themselves. The idea of the proposed method is to estimate the internal predictability by the probability of an error exceeding a predetermined threshold value. The studies were carried out on data from open sources containing more than seven thousand time series of stock market prices. We compare the probability of errors which exceed the allowable value (miss probabilities) for the same series on different forecasting models. We show that these probabilities differ insignificantly for different forecasting models with the same series, and hence, the probability can be a measure of predictability. We also show the relationship of the miss probability values with entropy, the Hurst exponent, and other characteristics of the series according to which the predictability can be estimated. It has been established that the resulting measure makes it possible to compare the predictability of time series with pronounced heteroscedasticity of forecast errors and when using different models. The measure is related to the characteristics of the time series and is interpretable. The results can be generalized to any objects of predictive modeling and forecasting quality scores. It can be useful to developers of predictive modeling algorithms, machine learning specialists in solving practical problems of forecasting. © 2023, ITMO University. All rights reserved.",10.17586/2226-1494-2023-23-1-105-111,forecasting error; intrinsic predictability; misprediction,SCOPUS,"Introduces probabilistic criteria for assessing the predictability of time-series data, specifically applied to stock market prices, by evaluating the probability of forecast errors exceeding certain thresholds and linking to series characteristics.",✔️,Stock,❌,✔️,y,2024-09-25T13:08:09.831236,Sivert
WOS:000753670800002,Probabilistic machine learning for local volatility,"The local volatility model is widely used for pricing and hedging financial derivatives. While its main appeal is its capability of reproducing any given surface of observed option prices - it provides a perfect fit - the essential component is a latent function that can be uniquely determined only in the limit of infinite data. To (re)construct this function, numerous calibration methods have been suggested that involve steps of interpolation and extrapolation, most often of parametric form and with point-estimate representations. We use probabilistic machine learning to look at the calibration problem in a probabilistic framework based on Gaussian processes. This immediately gives a way of encoding prior beliefs about the local volatility function and a hypothesis model that is highly flexible yet not prone to overfitting. Besides providing a method for calibrating a (range of) point estimate(s), we draw posterior inference from the distribution over local volatility. This leads to a better understanding of uncertainty associated with the model in general, and with the calibration in particular. Further, we infer dynamical properties of local volatility by augmenting the hypothesis space with a time dimension. Ideally, this provides predictive distributions not only locally, but also for entire surfaces forward in time. We apply our approach to S&P 500 market data.",10.21314/jcf.2021.012,option pricing; local volatility; probabilistic inference; Gaussian processes; machine learning,WOS,"The article applies probabilistic machine learning, specifically Gaussian processes, to calibrate local volatility models for financial derivatives, enabling posterior inference and uncertainty quantification in volatility predictions over time.",✔️,Local volatility models for financial derivatives,✔️,✔️,y,2024-10-02T11:46:42.063852,Grude
WOS:001302798700001,Quantifying credit portfolio sensitivity toasset correlations with interpretablegenerative neural networks,"We propose a novel approach for quantifying the sensitivity of credit portfolio value-at-risk to asset correlations with the use of synthetic financial correlation matrixesgenerated with deep learning models. In previous work, generative adversarial net-works (GANs) were employed to demonstrate the generation of plausible correlationmatrixes that capture the essential characteristics observed in empirical correlationmatrixes estimated on asset returns. Instead of GANs, we employ variational autoen-coders (VAEs) to achieve a more interpretable latent space representation and toobtain a generator of plausible correlation matrixes by sampling the VAE's latentspace. Through our analysis, we reveal that the VAE's latent space can be a use-ful tool to capture the crucial factors impacting portfolio diversification, particularlyin relation to the sensitivity of credit portfolios to changes in asset correlations. AVAE trained on the historical time series of correlation matrixes is used to generatesynthetic correlation matrixes that satisfy a set of expected financial properties. Our analysis provides clear indications that the capacity for realistic data augmentationprovided by VAEs, combined with the ability to obtain model interpretability, canprove useful for risk management, enhancing the resilience and accuracy of modelswhen backtesting, as past data may exhibit biases and might not contain the essentialhigh-stress events required for evaluating diverse risk scenarios.",10.21314/jrmv.2024.002,variational autoencoder (VAE); credit portfolio model; concentration risk; generativeneural network; interpretable generative neural network; explainable artificial intelligence (XAI),WOS,"A variational autoencoder-based approach is introduced to quantify credit portfolio sensitivity to asset correlations, enhancing risk management through interpretable generative models.",✔️,Credit Portfolios,✔️,✔️,y,2024-10-15T11:20:12.186703,Sivert
10.1016/j.neucom.2021.03.111,Recurrent dictionary learning for state-space models with an application in stock forecasting,"In this work, we introduce a new modeling and inferential tool for dynamical processing of time series. The approach is called recurrent dictionary learning (RDL). The proposed model reads as a linear Gaussian Markovian state-space model involving two linear operators, the state evolution and the observation matrices, that we assumed to be unknown. These two unknown operators (that can be seen interpreted as dictionaries) and the sequence of hidden states are jointly learnt via an expectation–maximization algorithm. The RDL model gathers several advantages, namely online processing, probabilistic inference, and a high model expressiveness which is usually typical of neural networks. RDL is particularly well suited for stock forecasting. Its performance is illustrated on two problems: next day forecasting (regression problem) and next day trading (classification problem), given past stock market observations. Experimental results show that our proposed method excels over state-of-the-art stock analysis models such as CNN-TA, MFNN, and LSTM. © 2021 Elsevier B.V.",10.1016/j.neucom.2021.03.111,Dynamical modeling; Expectation-minimization; Kalman filter; Recurrent dictionary learning; Stock forecasting; Uncertainty quantification,SCOPUS,"Introduces the recurrent dictionary learning model for stock forecasting, leveraging probabilistic inference and state-space models to outperform existing stock analysis models.",✔️,Stock,✔️,✔️,y,2024-09-24T15:42:13.458118,Tord
WOS:000773704100006,Research on HMM-Based Efficient Stock Price Prediction,"Stock market is one of the most important parts of the investment market. Compared with other industries, the stock market not only has a higher rate of return on investment but also has a higher risk, and stock price prediction has always been a close concern of investors. Therefore, the research on stock price prediction methods and how to reduce the error of stock price prediction has become a hot topic for many scholars at home and abroad. In recent years, the development of computer technology such as machine learning and econometric method makes the stock price prediction more reliable. Due to the hidden Markov nature of stock price, this paper proposes a stock price prediction method based on hidden Markov model (HMM). To be specific, since the data of stock price have continuity in time series, it is necessary to extend the discrete HMM to the continuous HMM, and then put forward the up and down trend prediction model based on the continuous HMM. The first-order continuous HMM is extended to the second-order continuous HMM, and the stock price is predicted by combining the prediction method of fluctuation range. As a result, the proposed second-order continuous HMM-based stock price prediction model is simulated on Hang Seng Index (HSI), one of the earliest stock market indexes in Hong Kong. The evaluation results on six months HSI show that the predicted value of the proposed model is very close to the actual value and outperforms three benchmarks in terms of RMSE, MAE, and R-2.",10.1155/2022/8124149,,WOS,"The research introduces a continuous high-order Hidden Markov Model for efficient stock price prediction, outperforming benchmarks in accuracy and error reduction on the Hang Seng Index.",✔️,Stock indices (Hang Seng Index),✔️,❌,y,2024-10-15T11:44:07.756783,Sivert
WOS:000829767000001,Research on Risk Features and Prediction of China's Crude Oil Futures Market Based on Machine Learning,"Facing the rapidly changing domestic and foreign futures markets, how to accurately and immediately predict the price trend of crude oil futures in order to avoid the risks caused by price fluctuations is very important for all participants in the crude oil futures market. Based on the 5-min high-frequency trading data of China's crude oil futures market in recent 3 years, this paper uses the EMD-MFDFA model combined with multifractal detrended fluctuation analysis (MF-DFA) and empirical mode decomposition unsupervised K-means clustering and Gaussian mixture model (GMM) to identify the risk status of each trading day. Further, Support vector machine (SVM), extreme gradient lifting (XGBoost) and their improved algorithms are used to predict the risk state of China's crude oil futures market. The empirical results are as follows: first, There are obvious multifractal features in the return rate series of China's crude oil futures market and its single trading day; Second, compared with the traditional SVM model, the improved Twin Support Vector Machine (TWSVM) based on solving the sample imbalance issue has better prediction ability for China's crude oil futures risk.; Third, The XGBoost has a great impact on the prediction of China's crude oil risk, and the Focal-XGBoost with focal loss function performs the best in predicting the risk of China's crude oil futures market.",10.3389/fenrg.2022.741018,Chinas crude oil futures; multifractal; clustering; sample imbalance; risk prediction,WOS,"The paper uses machine learning techniques to predict risk states in China's crude oil futures market, incorporating models like SVM and XGBoost for enhanced prediction accuracy.",✔️,Crude Oil Futures,✔️,✔️,y,2024-10-15T11:36:48.350580,Sivert
10.1016/j.apenergy.2024.123885,Research on optimization strategy of futures hedging dependent on market state,"Considering the dynamic nature of market conditions, this paper introduces a state-dependent futures hedging optimization model and methodology. This approach dynamically adjusts the traditional model-driven hedging strategy, effectively balancing the pursuit of returns with the imperative of risk mitigation. Empirical evidence shows that integrating Hidden Markov Model (HMM) with machine learning techniques, as demonstrated in this study, improves the accuracy of market state forecasts. Compared to the traditional model-driven hedging strategy, the innovative state-dependent hedging strategy introduced here significantly enhances the return-to-risk ratio, and revenue, without increasing hedging risks. Moreover, the hedging portfolio developed under this strategy achieves an average hedging efficiency of 0.76, highlighting the effectiveness of the proposed methodology. Additional robustness tests indicate that this market state-dependent hedging optimization strategy is promising under various conditions, including different position adjustment ratios, volatility benchmarks, evaluation periods, types of crude oil, and transaction costs. The research conducted in this paper not only contributes to and expands traditional hedging theories but also provides a practical risk management solution for market participants. © 2024 Elsevier Ltd",10.1016/j.apenergy.2024.123885,Futures hedging; HMM; Machine learning; Model-driven; State dependence,SCOPUS,"A state-dependent futures hedging optimization model using Hidden Markov Models and machine learning techniques is proposed, enhancing return-to-risk ratios and hedging efficiency without increasing risks.",❌,,✔️,✔️,y,2024-10-02T15:34:13.435176,Sivert
10.1080/13504860701718448,Return and value at risk using the Dirichlet process,"There exists a wide variety of models for return, and the chosen model determines the tool required to calculate the value at risk (VaR). This paper introduces an alternative methodology to model-based simulation by using a Monte Carlo simulation of the Dirichlet process. The model is constructed in a Bayesian framework, using properties initially described by Ferguson. A notable advantage of this model is that, on average, the random draws are sampled from a mixed distribution that consists of a prior guess by an expert and the empirical process based on a random sample of historical asset returns. The method is relatively automatic and similar to machine learning tools, e.g. the estimate is updated as new data arrive. © 2008 Taylor & Francis.",10.1080/13504860701718448,Bayes estimates; Dirichlet process; Quantiles; Value at risk,SCOPUS,Introduces a Bayesian Monte Carlo simulation using the Dirichlet process to calculate Value at Risk (VaR) by combining expert priors with historical asset returns.,✔️,Value at Risk (VaR),❌,✔️,y,2024-09-25T14:41:15.076309,Tord
